name,points,challenges
7nT安全小组,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
LIER,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
start,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
Hanini,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
2332333233333,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
404hhhh,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
想吃KFC,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
ZeroByte_,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
ssadsaffsaasdcsdcs,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
Expl0rer,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
SduW_Y,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
YZ,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
z0re,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
TimeBack,144,"{'challenge_name': ['ACTF upload'], 'challenge_category': ['Web'], 'challenge_points': ['144']}"
Ch1ve,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Phantom001,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
求老实,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
唱跳rap篮球队,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
NU1315,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
B1ock,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
unstopbble,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
十七岁性感母蟑螂,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Headhunters,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
puppy,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
hsubf,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
宝贝,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Lucifer,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Sphinx,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
1QW1SSC,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
4K1nGs,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
1533332,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
wrdhv,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
G4L,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
jie123,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ddw,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
也许错过,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
"alert(""H_E_L_L_0"");",56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
哈ji米,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
HmsansN,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
SLTeam,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
一起赢,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
长城,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
xiaoai,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
D0ub11,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
404EXPLOITERS,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
it4keth2ee,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ZhengZhou,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
CX333,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
x1,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ZZU小队,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
初生牛犊,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
突突车,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
she1l,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
嘿嘿嘿,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
flag{m1SS_Y0u},56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
matriy,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
H3l1oCcnu,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
RicccA,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
倔强的驴,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Orrn,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
sadfdsafa,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
o..0,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
鶸,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
WwW_D4T4,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
有期徒刑,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
f1y,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
[华师-正式]_TNT_,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Sword,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
1234321,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
xdcr,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
fantasy castle,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
wow战队,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
127,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
haitanghua,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
V'tis__main__,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
KUNKUN,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
MEShuaidi,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Gq0,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
BITs2Sys,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Polis,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
F12=flag？,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Warrior,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
人靠烧酒车靠油,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
夜,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
文止墨,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Fep,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ATF1ags,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
YjQxsn,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
玄天网安实验室,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
逆流,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
AP£X,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
percent,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Dozer,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
QZ,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
wwwwwwwww,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
不想爆零QAQ,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
bubui,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
dsfaadfs,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
nikocat233,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
电耗子-1,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
gogogo战队,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
xxxhahaha,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
你没爱过我对不对,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Skyxploit,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
track,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
boyprogramcry,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
kankanti6666,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
梦钟鸣,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
可爱男娘加我,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
xinghe123,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
SAINTSEC,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
灵境,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
D4,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
IMS,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
GirlsBandCTF,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
N0tF1ag,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ZRSEC,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Ha_1lt0n,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
viol1t,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Heart,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Kuzi,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
哟，flag,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
qzqz,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
GWN,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Air2top,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
xiaocai123,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
GWWAFZ,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
sL0w,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
MilkTeA,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
小世界,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
未闻队名,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
SQNU-TYsec,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
伪物,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
星穹列车,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
网安小登,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
破万法,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
zmrz,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
C.A.T,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
你充Q币吗,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Galaxy,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
天权Megrez,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
bababa,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
零日突击队,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
P4nL0ng,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
1234567gduzns,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
HatTrick,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Hk328,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
vsinger,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
凌日网络与信息安全团队,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
112112121,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
bvvd,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
flag与她皆失,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Magnus,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
linguo_ok,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Escape in the sun,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
*XhX*,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
xianxin,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
nbzxpioneer,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
知信,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Pi1t0v3r,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
比奇堡施工队,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
等风吹来,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Clear_Wine,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
混一队,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
小趴菜,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
f0o,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ByteMe,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
BCA,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
num10000,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
DAOT,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
LakeAHa,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
CCCat,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
5h3LLW3n2,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
F1a9,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
元梦之星——甜橙喵桑妮,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
flag填的都对,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
TkSec,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
枫涧,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
随便建个队,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
魔刀千刃,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
asd4452,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
小摆小说家,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
June,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ZAAT,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
A&stod,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
edigexiong,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
喜羊羊,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
大角牛向前冲,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
忘生,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
。。,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
n3x,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Mystery,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ZO,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Tosped,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
奶龙safty,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
GmiM,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
有点可爱捏,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
666G,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ACC100,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
aaarewgg,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
随意,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
XENG,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
nesssa,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Britney,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
SUS@2025,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ha,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Pwn13ss,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
mirac1e,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Zer1,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
usw,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
只需等待,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
0xDawn,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
mux,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Overf1ow,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
攻防小组2496分组,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
XPheli_ chan,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
满江红-GBC,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
m0mo,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
(^-^),56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
BITSkrieg2024,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
sober,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
随便一点吧  ,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
我flag呢,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
以上队伍成绩无效,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
BY,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
个人参与,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
放学后的茶话会,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
ccttf,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Dragon_door,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Obsidian Howlers,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
很菜的不要管我,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
很菜啊别说我们,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
11_1,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
B01,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
困难来临我睡觉,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
Pen,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
胶276,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
nlgjh,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
刚入坑的菜鸡,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
beiji,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
noop,56,"{'challenge_name': ['signin'], 'challenge_category': ['Misc'], 'challenge_points': ['56']}"
