points,name,challenge
663,clevrcode,"{'challenge_name': ['Enchanted Oracle', 'Math Test', 'Baby Pwn 2', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Crypto', 'Misc', 'Pwn', 'Pwn', 'Misc'], 'challenge_points': ['263', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T20:08:55.983279Z', '2025-01-11T23:31:50.857753Z', '2025-01-11T17:19:12.496622Z', '2025-01-11T05:02:45.316012Z', '2025-01-11T00:05:35.492596Z']}"
626,0xB16D065,"{'challenge_name': ['Scavenger Hunt', 'Out of the Container', 'Math Test', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '326', '100', '100'], 'solve_time': ['2025-01-11T05:18:39.245240Z', '2025-01-11T01:46:22.466044Z', '2025-01-11T01:07:15.875208Z', '2025-01-11T00:05:06.643371Z']}"
618,lethalbit,"{'challenge_name': ['Racing', 'Decrypt Me', 'Math Test', 'Sanity Check', 'POOF'], 'challenge_category': ['Misc', 'Forensics', 'Misc', 'Misc', 'Forensics'], 'challenge_points': ['100', '218', '100', '100', '100'], 'solve_time': ['2025-01-11T17:39:09.481631Z', '2025-01-11T09:11:12.205782Z', '2025-01-11T04:14:26.133969Z', '2025-01-11T03:36:30.726074Z', '2025-01-11T03:35:40.936733Z']}"
618,Sirampy,"{'challenge_name': ['Decrypt Me', 'Baby Pwn', 'Scavenger Hunt', 'Sanity Check', 'Math Test'], 'challenge_category': ['Forensics', 'Pwn', 'Web', 'Misc', 'Misc'], 'challenge_points': ['218', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T23:35:34.868439Z', '2025-01-12T15:38:26.353047Z', '2025-01-11T21:44:42.924768Z', '2025-01-11T20:29:09.389609Z', '2025-01-11T20:20:34.692889Z']}"
600,imagine_losing,"{'challenge_name': ['Surgery', 'Baby Pwn', 'Math Test', 'Scavenger Hunt', 'Funny Cipher', 'Sanity Check'], 'challenge_category': ['Misc', 'Pwn', 'Misc', 'Web', 'Crypto', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T08:10:12.214629Z', '2025-01-11T06:52:11.129481Z', '2025-01-11T02:43:02.339131Z', '2025-01-11T02:28:26.037197Z', '2025-01-11T01:54:43.399281Z', '2025-01-11T00:14:42.132167Z']}"
600,AbyssWalker,"{'challenge_name': ['Racing', 'Baby Pwn', 'Surgery', 'Scavenger Hunt', 'Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Pwn', 'Misc', 'Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T10:03:50.623745Z', '2025-01-11T09:37:17.267022Z', '2025-01-11T05:33:58.406884Z', '2025-01-11T05:17:38.729352Z', '2025-01-11T04:23:41.794739Z', '2025-01-11T01:13:00.320344Z']}"
600,kotenpan7255,"{'challenge_name': ['Racing', 'Baby Pwn', 'Surgery', 'Scavenger Hunt', 'Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Pwn', 'Misc', 'Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T11:09:39.214720Z', '2025-01-11T10:46:17.372649Z', '2025-01-11T06:42:36.528918Z', '2025-01-11T05:07:32.727389Z', '2025-01-11T03:24:38.760953Z', '2025-01-11T02:43:23.845530Z']}"
600,romain,"{'challenge_name': ['Scavenger Hunt', 'Baby Pwn 2', 'Baby Pwn', 'Math Test', 'Racing', 'Sanity Check'], 'challenge_category': ['Web', 'Pwn', 'Pwn', 'Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T13:33:24.745134Z', '2025-01-11T13:28:29.210894Z', '2025-01-11T13:15:06.953383Z', '2025-01-11T12:54:03.195147Z', '2025-01-11T12:45:08.025165Z', '2025-01-11T12:41:45.004244Z']}"
600,Pwnus,"{'challenge_name': ['Baby Pwn 2', 'Racing', 'Scavenger Hunt', 'Math Test', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc', 'Web', 'Misc', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T13:46:03.263988Z', '2025-01-11T13:10:14.903774Z', '2025-01-11T12:59:21.458908Z', '2025-01-11T02:36:15.104116Z', '2025-01-11T00:30:17.683611Z', '2025-01-11T00:04:42.323716Z']}"
600,Phr34k$,"{'challenge_name': ['Baby Pwn', 'Surgery', 'Racing', 'Math Test', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc', 'Misc', 'Misc', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T17:12:56.582732Z', '2025-01-11T14:50:49.659939Z', '2025-01-11T13:25:03.274080Z', '2025-01-11T01:55:52.092753Z', '2025-01-11T01:33:44.248225Z', '2025-01-11T00:03:28.008383Z']}"
600,m00se,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn', 'Scavenger Hunt', 'Racing', 'Math Test', 'Sanity Check'], 'challenge_category': ['Pwn', 'Pwn', 'Web', 'Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T18:07:22.732971Z', '2025-01-11T17:48:13.844448Z', '2025-01-11T17:31:35.997560Z', '2025-01-11T16:53:40.813474Z', '2025-01-11T16:40:29.409959Z', '2025-01-11T16:20:42.620352Z']}"
600,Null Pointers,"{'challenge_name': ['Racing', 'Math Test', 'Surgery', 'Scavenger Hunt', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Misc', 'Web', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T18:47:16.986036Z', '2025-01-11T16:00:49.850397Z', '2025-01-11T10:20:36.291295Z', '2025-01-11T09:32:37.623318Z', '2025-01-11T04:33:47.848568Z', '2025-01-11T00:35:10.239892Z']}"
600,p3rf3ctr00t_ke,"{'challenge_name': ['Scavenger Hunt', 'Baby Pwn 2', 'Baby Pwn', 'Racing', 'Math Test', 'Sanity Check'], 'challenge_category': ['Web', 'Pwn', 'Pwn', 'Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T19:42:11.263052Z', '2025-01-11T13:39:47.708081Z', '2025-01-11T06:24:53.385136Z', '2025-01-11T05:22:00.504080Z', '2025-01-11T05:09:21.225567Z', '2025-01-11T04:52:17.715364Z']}"
600,c1cada,"{'challenge_name': ['Baby Pwn 2', 'Racing', 'Baby Pwn', 'Math Test', 'Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Pwn', 'Misc', 'Pwn', 'Misc', 'Misc', 'Web'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T19:46:19.573889Z', '2025-01-11T09:36:49.424067Z', '2025-01-11T09:13:01.332722Z', '2025-01-11T08:59:44.486229Z', '2025-01-11T08:47:43.779569Z', '2025-01-11T08:40:42.481708Z']}"
600,0M3G4_SQU4D,"{'challenge_name': ['POOF', 'Scavenger Hunt', 'Racing', 'Math Test', 'Sanity Check', 'Baby Pwn'], 'challenge_category': ['Forensics', 'Web', 'Misc', 'Misc', 'Misc', 'Pwn'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T20:20:32.700227Z', '2025-01-11T14:49:47.138131Z', '2025-01-11T14:28:02.236291Z', '2025-01-11T13:48:00.765487Z', '2025-01-11T13:33:00.205189Z', '2025-01-11T11:39:25.713204Z']}"
600,B1t Di\|3rs,"{'challenge_name': ['Surgery', 'Baby Pwn', 'Math Test', 'Racing', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Misc', 'Pwn', 'Misc', 'Misc', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T21:02:43.881638Z', '2025-01-11T19:51:11.515999Z', '2025-01-11T16:44:37.763378Z', '2025-01-11T16:28:19.332269Z', '2025-01-11T04:49:32.674613Z', '2025-01-11T02:49:03.023739Z']}"
600,LCSC,"{'challenge_name': ['Racing', 'Math Test', 'Scavenger Hunt', 'Baby Pwn 2', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Web', 'Pwn', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T21:44:02.155661Z', '2025-01-11T20:37:50.577458Z', '2025-01-11T09:32:18.482466Z', '2025-01-11T04:57:06.546900Z', '2025-01-11T04:22:18.661557Z', '2025-01-11T04:04:28.561908Z']}"
600,46 52,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn', 'Math Test', 'Sanity Check', 'Surgery', 'Scavenger Hunt'], 'challenge_category': ['Pwn', 'Pwn', 'Misc', 'Misc', 'Misc', 'Web'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T23:57:17.573137Z', '2025-01-11T18:10:46.710738Z', '2025-01-11T17:56:58.765401Z', '2025-01-11T13:43:34.655394Z', '2025-01-11T13:32:40.591437Z', '2025-01-11T13:15:08.109867Z']}"
600,Byte_Busters,"{'challenge_name': ['Surgery', 'Racing', 'Scavenger Hunt', 'Sanity Check', 'Math Test', 'Baby Pwn'], 'challenge_category': ['Misc', 'Misc', 'Web', 'Misc', 'Misc', 'Pwn'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T00:27:38.709586Z', '2025-01-11T16:47:29.424631Z', '2025-01-11T01:51:58.214123Z', '2025-01-11T01:11:44.186862Z', '2025-01-11T01:11:28.842509Z', '2025-01-11T00:36:31.522909Z']}"
600,人们正试图破解,"{'challenge_name': ['Scavenger Hunt', 'Baby Pwn', 'Funny Cipher', 'Racing', 'Sanity Check', 'Math Test'], 'challenge_category': ['Web', 'Pwn', 'Crypto', 'Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T02:43:12.838064Z', '2025-01-11T17:34:05.278272Z', '2025-01-11T13:33:50.171161Z', '2025-01-11T05:36:01.799568Z', '2025-01-11T03:47:19.009237Z', '2025-01-11T03:46:12.017156Z']}"
600,Machine Not Learning,"{'challenge_name': ['Baby Pwn', 'Scavenger Hunt', 'Racing', 'Surgery', 'Math Test', 'Sanity Check'], 'challenge_category': ['Pwn', 'Web', 'Misc', 'Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T03:13:03.466112Z', '2025-01-11T14:55:19.496514Z', '2025-01-11T08:11:25.102271Z', '2025-01-11T03:30:39.644384Z', '2025-01-11T03:22:39.026977Z', '2025-01-11T02:57:47.302251Z']}"
600,Team KALKI,"{'challenge_name': ['Baby Pwn', 'Racing', 'POOF', 'Math Test', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc', 'Forensics', 'Misc', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T03:54:20.173106Z', '2025-01-11T19:52:15.202287Z', '2025-01-11T18:35:41.571892Z', '2025-01-11T04:14:26.723233Z', '2025-01-11T03:46:18.428102Z', '2025-01-11T03:03:25.256093Z']}"
600,znine,"{'challenge_name': ['Racing', 'Baby Pwn', 'Surgery', 'Scavenger Hunt', 'Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Pwn', 'Misc', 'Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T07:42:52.658932Z', '2025-01-11T11:53:55.605443Z', '2025-01-11T08:05:49.581500Z', '2025-01-11T06:37:57.461152Z', '2025-01-11T03:46:05.485986Z', '2025-01-11T03:27:12.461352Z']}"
600,Byte_F0rc3,"{'challenge_name': ['Scavenger Hunt', 'Baby Pwn', 'Racing', 'Surgery', 'Math Test', 'Sanity Check'], 'challenge_category': ['Web', 'Pwn', 'Misc', 'Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T07:58:12.573005Z', '2025-01-11T16:21:56.083276Z', '2025-01-11T08:04:34.095059Z', '2025-01-11T07:33:50.088442Z', '2025-01-11T05:36:31.697047Z', '2025-01-11T04:33:45.853441Z']}"
600,Ping's Got Wings,"{'challenge_name': ['Baby Pwn', 'Surgery', 'Racing', 'Math Test', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc', 'Misc', 'Misc', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T08:21:46.865307Z', '2025-01-11T11:38:09.455501Z', '2025-01-11T10:51:08.426069Z', '2025-01-11T09:32:05.392397Z', '2025-01-11T03:06:27.404114Z', '2025-01-11T00:06:12.431910Z']}"
600,ByteBandits,"{'challenge_name': ['Surgery', 'Scavenger Hunt', 'Racing', 'Baby Pwn', 'Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Web', 'Misc', 'Pwn', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T10:38:23.063746Z', '2025-01-12T06:17:52.659689Z', '2025-01-12T05:52:04.189426Z', '2025-01-11T20:27:40.352969Z', '2025-01-11T10:50:21.072814Z', '2025-01-11T10:12:42.404513Z']}"
600,One_punch_team,"{'challenge_name': ['Funny Cipher', 'Surgery', 'Math Test', 'Scavenger Hunt', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Crypto', 'Misc', 'Misc', 'Web', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T11:30:38.998428Z', '2025-01-11T07:39:40.617069Z', '2025-01-11T02:31:26.867966Z', '2025-01-11T02:25:05.461331Z', '2025-01-11T00:56:09.439600Z', '2025-01-11T00:06:01.364355Z']}"
600,t3kn0isn0td3aD,"{'challenge_name': ['Prismatic Blogs', 'Racing', 'Math Test', 'Sanity Check', 'Scavenger Hunt', 'Baby Pwn'], 'challenge_category': ['Web', 'Misc', 'Misc', 'Misc', 'Web', 'Pwn'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T11:34:39.450081Z', '2025-01-11T12:46:04.067354Z', '2025-01-11T01:46:58.400938Z', '2025-01-11T01:46:41.659035Z', '2025-01-11T01:20:38.497448Z', '2025-01-11T00:50:52.308280Z']}"
600,4spir1,"{'challenge_name': ['Racing', 'Funny Cipher', 'Baby Pwn', 'Sanity Check', 'Math Test', 'Surgery'], 'challenge_category': ['Misc', 'Crypto', 'Pwn', 'Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T11:37:42.112119Z', '2025-01-12T10:33:24.663790Z', '2025-01-12T08:03:13.865300Z', '2025-01-12T06:22:11.798418Z', '2025-01-12T06:10:49.429545Z', '2025-01-12T04:53:21.333544Z']}"
600,SafeCat,"{'challenge_name': ['Scavenger Hunt', 'Surgery', 'Math Test', 'Baby Pwn 2', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc', 'Pwn', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T12:54:44.850779Z', '2025-01-11T11:58:15.962847Z', '2025-01-11T01:44:42.348256Z', '2025-01-11T00:17:09.968386Z', '2025-01-11T00:08:45.775806Z', '2025-01-11T00:04:29.487098Z']}"
600,mrhove,"{'challenge_name': ['Scavenger Hunt', 'Baby Pwn 2', 'Baby Pwn', 'Math Test', 'Sanity Check', 'POOF'], 'challenge_category': ['Web', 'Pwn', 'Pwn', 'Misc', 'Misc', 'Forensics'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T14:49:17.665650Z', '2025-01-12T12:57:26.109977Z', '2025-01-12T12:47:51.134251Z', '2025-01-12T12:01:19.815189Z', '2025-01-12T03:56:33.700069Z', '2025-01-12T01:49:04.809028Z']}"
600,Team 10,"{'challenge_name': ['Scavenger Hunt', 'Math Test', 'Sanity Check', 'Racing', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Web', 'Misc', 'Misc', 'Misc', 'Pwn', 'Pwn'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T15:42:34.744071Z', '2025-01-12T14:28:19.308310Z', '2025-01-12T14:25:40.031133Z', '2025-01-12T14:19:51.816908Z', '2025-01-12T12:43:18.355898Z', '2025-01-12T12:25:22.977120Z']}"
600,imMilkDragron,"{'challenge_name': ['Racing', 'Math Test', 'Funny Cipher', 'Scavenger Hunt', 'Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Crypto', 'Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T16:26:45.339596Z', '2025-01-12T16:15:40.187149Z', '2025-01-12T16:03:06.377334Z', '2025-01-12T15:58:18.887249Z', '2025-01-11T05:54:07.646397Z', '2025-01-11T05:24:00.995564Z']}"
600,0xNox,"{'challenge_name': ['Racing', 'Math Test', 'Sanity Check', 'Scavenger Hunt', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Misc', 'Misc', 'Misc', 'Web', 'Pwn', 'Pwn'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T16:45:01.598265Z', '2025-01-12T16:22:01.529888Z', '2025-01-11T23:54:47.010462Z', '2025-01-11T23:14:51.005291Z', '2025-01-11T23:10:50.624996Z', '2025-01-11T23:03:04.711372Z']}"
600,r4c00ns,"{'challenge_name': ['Math Test', 'Racing', 'Baby Pwn', 'Surgery', 'Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Misc', 'Pwn', 'Misc', 'Misc', 'Web'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T19:28:17.497343Z', '2025-01-12T18:34:48.659461Z', '2025-01-12T11:02:41.085568Z', '2025-01-11T07:46:30.383794Z', '2025-01-11T06:46:06.957772Z', '2025-01-11T06:30:46.641527Z']}"
600,Maze Breakers,"{'challenge_name': ['Scavenger Hunt', 'Math Test', 'Baby Pwn', 'Racing', 'POOF', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Pwn', 'Misc', 'Forensics', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T22:11:41.490361Z', '2025-01-11T20:35:23.531242Z', '2025-01-11T19:31:58.763867Z', '2025-01-11T19:04:22.622124Z', '2025-01-11T09:07:08.617984Z', '2025-01-11T00:24:34.610288Z']}"
600,Bugs B0unt3r,"{'challenge_name': ['Baby Pwn', 'Math Test', 'Sanity Check', 'Racing', 'Surgery', 'Scavenger Hunt'], 'challenge_category': ['Pwn', 'Misc', 'Misc', 'Misc', 'Misc', 'Web'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T23:50:03.799075Z', '2025-01-12T23:30:56.623205Z', '2025-01-12T23:20:20.037860Z', '2025-01-12T23:15:01.312378Z', '2025-01-12T20:42:29.859458Z', '2025-01-11T22:09:02.036780Z']}"
588,16j,"{'challenge_name': ['Echo', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn', 'Pwn'], 'challenge_points': ['388', '100', '100'], 'solve_time': ['2025-01-11T10:59:39.850615Z', '2025-01-11T08:21:29.513907Z', '2025-01-11T08:06:31.731418Z']}"
588,yaru,"{'challenge_name': ['Echo', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn', 'Pwn'], 'challenge_points': ['388', '100', '100'], 'solve_time': ['2025-01-11T14:31:45.455121Z', '2025-01-11T13:23:08.714852Z', '2025-01-11T12:18:47.138283Z']}"
588,tropical,"{'challenge_name': ['CodeDB', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Web', 'Misc'], 'challenge_points': ['388', '100', '100'], 'solve_time': ['2025-01-11T19:36:27.806908Z', '2025-01-11T02:33:23.140829Z', '2025-01-11T00:20:20.684686Z']}"
588,skibidi warriors,"{'challenge_name': ['Echo', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn', 'Pwn'], 'challenge_points': ['388', '100', '100'], 'solve_time': ['2025-01-12T14:03:33.075430Z', '2025-01-11T17:17:31.220178Z', '2025-01-11T14:56:24.944362Z']}"
588,vtzi,"{'challenge_name': ['CodeDB', 'Prismatic Blogs', 'Scavenger Hunt'], 'challenge_category': ['Web', 'Web', 'Web'], 'challenge_points': ['388', '100', '100'], 'solve_time': ['2025-01-12T22:30:55.135530Z', '2025-01-11T13:59:03.541838Z', '2025-01-11T08:27:23.923560Z']}"
563,Lev9L,"{'challenge_name': ['Enchanted Oracle', 'Sanity Check', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Crypto', 'Misc', 'Pwn', 'Pwn'], 'challenge_points': ['263', '100', '100', '100'], 'solve_time': ['2025-01-11T05:28:13.280759Z', '2025-01-11T05:16:11.265383Z', '2025-01-11T01:09:56.194774Z', '2025-01-11T00:24:39.209992Z']}"
563,pp,"{'challenge_name': ['Enchanted Oracle', 'Math Test', 'Funny Cipher', 'Sanity Check'], 'challenge_category': ['Crypto', 'Misc', 'Crypto', 'Misc'], 'challenge_points': ['263', '100', '100', '100'], 'solve_time': ['2025-01-12T01:52:03.824937Z', '2025-01-11T22:33:22.284771Z', '2025-01-11T08:44:47.037935Z', '2025-01-11T00:43:10.725261Z']}"
563,lonekat,"{'challenge_name': ['Enchanted Oracle', 'Sanity Check', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Crypto', 'Misc', 'Pwn', 'Pwn'], 'challenge_points': ['263', '100', '100', '100'], 'solve_time': ['2025-01-12T13:12:07.903411Z', '2025-01-11T03:25:06.495400Z', '2025-01-11T03:18:18.348834Z', '2025-01-11T02:23:27.935582Z']}"
555,yasoshina_mujina,"{'challenge_name': ['Racing 2', 'Math Test', 'Racing', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Misc', 'Pwn', 'Misc'], 'challenge_points': ['155', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T18:16:51.899097Z', '2025-01-11T17:06:43.896439Z', '2025-01-11T16:22:20.168201Z', '2025-01-11T14:18:46.441348Z', '2025-01-11T02:03:31.190368Z']}"
518,knights of cyd0nia,"{'challenge_name': ['Decrypt Me', 'Math Test', 'POOF', 'Sanity Check'], 'challenge_category': ['Forensics', 'Misc', 'Forensics', 'Misc'], 'challenge_points': ['218', '100', '100', '100'], 'solve_time': ['2025-01-11T08:44:00.824520Z', '2025-01-11T08:28:52.203680Z', '2025-01-11T06:08:16.108416Z', '2025-01-11T04:06:05.179104Z']}"
500,familiar maltese taxpayers,"{'challenge_name': ['Scavenger Hunt', 'Surgery', 'Math Test', 'Racing', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T01:19:49.426488Z', '2025-01-11T00:40:13.691660Z', '2025-01-11T00:26:55.385450Z', '2025-01-11T00:06:25.735585Z', '2025-01-11T00:04:34.654967Z']}"
500,DeePii,"{'challenge_name': ['Scavenger Hunt', 'Surgery', 'Math Test', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T02:28:12.943877Z', '2025-01-11T00:59:38.098399Z', '2025-01-11T00:39:16.719379Z', '2025-01-11T00:25:45.740767Z', '2025-01-11T00:20:36.006023Z']}"
500,0xNuecht,"{'challenge_name': ['Surgery', 'Math Test', 'Scavenger Hunt', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Web', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T04:38:38.939530Z', '2025-01-11T04:22:03.061048Z', '2025-01-11T04:03:14.273022Z', '2025-01-11T00:32:46.670111Z', '2025-01-11T00:23:40.571605Z']}"
500,sgdfsdfgdsfsdg,"{'challenge_name': ['Math Test', 'Scavenger Hunt', 'Baby Pwn 2', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Web', 'Pwn', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T05:26:36.884928Z', '2025-01-11T04:52:16.284500Z', '2025-01-11T04:30:00.558288Z', '2025-01-11T04:20:35.631960Z', '2025-01-11T00:06:35.900933Z']}"
500,ISPers,"{'challenge_name': ['Math Test', 'Sanity Check', 'Scavenger Hunt', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Misc', 'Misc', 'Web', 'Pwn', 'Pwn'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T06:40:10.090093Z', '2025-01-11T04:55:53.841864Z', '2025-01-11T04:44:08.276655Z', '2025-01-11T04:36:43.849910Z', '2025-01-11T04:08:10.968648Z']}"
