Position,points,name,challenge
11,2800,Ezequiel,"{'challenge_name': ['Shifty Business', 'Log-ical - Part 3', 'Pyrison', '10 Round', 'Log-ical - Part 2', 'Box', 'Evil Park 3', 'Evil Park 2', 'Evil Park 1', 'RedHand', 'Open Letter', 'Ugomvi', 'Destination', 'Log-ical - Part 1', 'Follow Us', 'Welcome to UrchinSec', 'Syringe', 'Heart'], 'challenge_category': ['Cryptography', 'Forensics', 'Web Security', 'Forensics', 'Forensics', 'Cryptography', 'Forensics', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Forensics', 'Cryptography', 'Cryptography', 'Forensics', 'OSINT', 'Miscellaneous ', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '300', '500', '100', '300', '100', '100', '100', '100', '100', '300', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T17:23:23.672746Z', '2024-10-27T17:11:30.253380Z', '2024-10-27T11:19:22.891139Z', '2024-10-26T23:17:06.238422Z', '2024-10-26T20:27:51.318379Z', '2024-10-26T17:37:15.530483Z', '2024-10-26T16:25:25.061909Z', '2024-10-26T16:14:46.877657Z', '2024-10-26T16:06:36.393711Z', '2024-10-26T12:04:08.277325Z', '2024-10-26T12:01:13.076571Z', '2024-10-26T11:47:40.481460Z', '2024-10-26T09:13:13.870406Z', '2024-10-26T08:35:23.663019Z', '2024-10-26T07:37:51.096723Z', '2024-10-26T07:15:29.447229Z', '2024-10-26T06:48:55.023085Z', '2024-10-26T06:37:44.065165Z']}"
12,2790,the_borg,"{'challenge_name': ['Notee', 'Log-ical - Part 1', 'RedHand', 'Tr3ppl3 Stuffs', 'Shifty Business', 'Panel', 'Syringe', 'Heart', 'Pyrison', 'Welcome to UrchinSec', 'WarmUp', 'Open Letter', 'Destination', '10 Round'], 'challenge_category': ['Web Security', 'Forensics', 'Secure Code Reviewing', 'Cryptography', 'Cryptography', 'Reverse Engineering', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Web Security', 'Miscellaneous ', 'Cryptography', 'Forensics', 'Cryptography', 'Forensics'], 'challenge_points': ['300', '100', '100', '300', '100', '300', '100', '100', '500', '100', '300', '300', '100', '100'], 'solve_time': ['2024-10-27T13:09:43.354202Z', '2024-10-27T11:38:39.407597Z', '2024-10-27T11:10:27.211393Z', '2024-10-26T23:36:04.929617Z', '2024-10-26T23:31:57.990615Z', '2024-10-26T22:57:45.399988Z', '2024-10-26T15:52:03.470387Z', '2024-10-26T13:48:49.780317Z', '2024-10-26T13:25:54.302735Z', '2024-10-26T08:25:59.277145Z', '2024-10-26T08:19:47.683599Z', '2024-10-26T08:19:20.314672Z', '2024-10-26T08:19:03.714005Z', '2024-10-26T08:18:41.944750Z']}"
13,2700,i_yks99.9,"{'challenge_name': ['Pyrison', 'UrchinPirates 4', 'UrchinPirates 3', 'UrchinPirates 2', 'UrchinPirates 1', 'Open Letter', 'Shifty Business', 'ABC Phonics', 'Ugomvi', 'Box', 'Log-ical - Part 1', 'Destination', 'Syringe', 'Clocking In?', 'Heart', 'Follow Us', 'Welcome to UrchinSec'], 'challenge_category': ['Web Security', 'OSINT', 'OSINT', 'OSINT', 'OSINT', 'Forensics', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'OSINT', 'Secure Code Reviewing', 'OSINT', 'Miscellaneous '], 'challenge_points': ['500', '100', '100', '100', '300', '300', '100', '100', '100', '100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-27T16:46:05.949948Z', '2024-10-27T11:24:53.273079Z', '2024-10-27T11:11:59.527692Z', '2024-10-27T11:11:18.275442Z', '2024-10-27T11:08:34.449192Z', '2024-10-27T06:41:37.417854Z', '2024-10-27T06:05:48.882801Z', '2024-10-26T16:11:37.498324Z', '2024-10-26T16:09:31.368744Z', '2024-10-26T15:29:23.592144Z', '2024-10-26T08:31:34.586808Z', '2024-10-26T07:44:33.700724Z', '2024-10-26T07:23:09.194527Z', '2024-10-26T07:16:41.403054Z', '2024-10-26T07:08:30.097454Z', '2024-10-26T06:58:27.755983Z', '2024-10-26T06:10:55.192524Z']}"
14,2600,ayo,"{'challenge_name': ['Welcome to UrchinSec', 'WarmUp', 'Notee', 'UrchinPirates 4', 'UrchinPirates 3', 'UrchinPirates 2', 'UrchinPirates 1', 'Panel', 'Shifty Business', 'RedHand', 'Log-ical - Part 1', 'Follow Us', 'Open Letter', '10 Round', 'Syringe', 'Heart'], 'challenge_category': ['Miscellaneous ', 'Cryptography', 'Web Security', 'OSINT', 'OSINT', 'OSINT', 'OSINT', 'Reverse Engineering', 'Cryptography', 'Secure Code Reviewing', 'Forensics', 'OSINT', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '300', '300', '100', '100', '100', '300', '300', '100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-27T09:54:55.327908Z', '2024-10-27T09:36:38.600528Z', '2024-10-27T08:29:59.014195Z', '2024-10-27T06:30:55.819457Z', '2024-10-27T06:28:36.323679Z', '2024-10-27T06:26:52.252255Z', '2024-10-27T06:25:10.849237Z', '2024-10-26T21:17:43.464753Z', '2024-10-26T21:02:56.009096Z', '2024-10-26T19:21:47.198707Z', '2024-10-26T12:35:10.392469Z', '2024-10-26T12:22:23.935131Z', '2024-10-26T11:34:02.717490Z', '2024-10-26T11:18:53.638425Z', '2024-10-26T09:58:30.415961Z', '2024-10-26T09:45:29.211014Z']}"
15,2590,Firerey12,"{'challenge_name': ['Pyrison', 'Panel', 'Tr3ppl3 Stuffs', 'Shifty Business', 'Box', 'Log-ical - Part 1', 'WarmUp', 'Open Letter', 'Ugomvi', 'Syringe', 'Heart', ""Let's Vibe"", 'Welcome to UrchinSec', 'Destination'], 'challenge_category': ['Web Security', 'Reverse Engineering', 'Cryptography', 'Cryptography', 'Cryptography', 'Forensics', 'Cryptography', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Reverse Engineering', 'Miscellaneous ', 'Cryptography'], 'challenge_points': ['500', '300', '300', '100', '100', '100', '300', '300', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T23:41:14.919262Z', '2024-10-26T21:27:38.338430Z', '2024-10-26T18:54:39.323910Z', '2024-10-26T18:40:13.802918Z', '2024-10-26T18:06:26.660920Z', '2024-10-26T10:03:43.086521Z', '2024-10-26T09:27:09.626410Z', '2024-10-26T09:13:23.408346Z', '2024-10-26T09:03:22.848618Z', '2024-10-26T08:34:41.498792Z', '2024-10-26T08:31:27.802184Z', '2024-10-26T06:50:03.658076Z', '2024-10-26T06:40:45.036239Z', '2024-10-26T06:24:15.764145Z']}"
16,2390,sixth-sensei,"{'challenge_name': ['Log-ical - Part 3', 'Box', ""Let's Vibe"", '10 Round', 'Evil Park 4', 'Evil Park 3', 'Evil Park 2', 'Evil Park 1', 'Log-ical - Part 2', 'Ugomvi', 'Open Letter', 'Syringe', 'RedHand', 'Heart', 'Welcome to UrchinSec', 'Follow Us', 'Log-ical - Part 1', 'Destination'], 'challenge_category': ['Forensics', 'Cryptography', 'Reverse Engineering', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Cryptography', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous ', 'OSINT', 'Forensics', 'Cryptography'], 'challenge_points': ['300', '100', '100', '100', '100', '100', '100', '100', '300', '100', '300', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T17:56:21.849051Z', '2024-10-27T17:45:43.056207Z', '2024-10-27T16:01:36.378754Z', '2024-10-27T15:32:51.421624Z', '2024-10-27T15:15:34.003574Z', '2024-10-27T15:12:44.587554Z', '2024-10-27T15:10:13.000521Z', '2024-10-27T15:06:36.274013Z', '2024-10-27T13:53:57.252371Z', '2024-10-26T18:01:55.378398Z', '2024-10-26T17:54:51.198683Z', '2024-10-26T16:06:01.484320Z', '2024-10-26T15:56:58.498458Z', '2024-10-26T15:49:26.475473Z', '2024-10-26T09:49:09.042246Z', '2024-10-26T09:37:53.344324Z', '2024-10-26T08:19:33.503243Z', '2024-10-26T07:02:02.252904Z']}"
17,2300,whtvn,"{'challenge_name': ['RedHand', 'WarmUp', 'Welcome to UrchinSec', 'Local', 'Pyrison', 'Destination', 'Open Letter', 'Log-ical - Part 1', 'Syringe', 'Heart', 'Evil Park 4', 'Evil Park 3', 'Evil Park 2', 'Evil Park 1', '10 Round'], 'challenge_category': ['Secure Code Reviewing', 'Cryptography', 'Miscellaneous ', 'Web Security', 'Web Security', 'Cryptography', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Forensics'], 'challenge_points': ['100', '300', '100', '100', '500', '100', '300', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T12:21:17.308700Z', '2024-10-26T09:56:16.120435Z', '2024-10-26T09:51:08.123948Z', '2024-10-26T09:41:10.190614Z', '2024-10-26T09:18:58.615519Z', '2024-10-26T07:38:09.566662Z', '2024-10-26T07:34:33.542805Z', '2024-10-26T07:25:57.992851Z', '2024-10-26T07:21:10.791137Z', '2024-10-26T07:17:49.301312Z', '2024-10-26T07:15:34.510415Z', '2024-10-26T07:14:55.325779Z', '2024-10-26T07:14:28.931221Z', '2024-10-26T07:13:17.958207Z', '2024-10-26T07:03:06.005591Z']}"
18,2300,testplay,"{'challenge_name': ['Tr3ppl3 Stuffs', 'Ugomvi', 'Open Letter', 'Shifty Business', 'Evil Park 4', 'Evil Park 3', 'Evil Park 2', 'Evil Park 1', 'Log-ical - Part 1', 'Heart', 'WarmUp', 'Syringe', ""Let's Vibe"", '10 Round', 'Destination', 'Follow Us', 'Welcome to UrchinSec'], 'challenge_category': ['Cryptography', 'Cryptography', 'Forensics', 'Cryptography', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Cryptography', 'Secure Code Reviewing', 'Reverse Engineering', 'Forensics', 'Cryptography', 'OSINT', 'Miscellaneous '], 'challenge_points': ['300', '100', '300', '100', '100', '100', '100', '100', '100', '100', '300', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T19:36:46.635053Z', '2024-10-26T19:12:36.419920Z', '2024-10-26T18:53:26.703469Z', '2024-10-26T18:43:11.819276Z', '2024-10-26T18:36:31.318574Z', '2024-10-26T18:33:38.161861Z', '2024-10-26T18:26:34.635910Z', '2024-10-26T18:23:16.357695Z', '2024-10-26T18:14:09.514863Z', '2024-10-26T18:10:01.086072Z', '2024-10-26T18:04:29.998361Z', '2024-10-26T17:32:38.371811Z', '2024-10-26T17:21:36.701052Z', '2024-10-26T17:18:04.749114Z', '2024-10-26T16:29:43.892454Z', '2024-10-26T16:13:05.172503Z', '2024-10-26T16:10:46.378180Z']}"
19,2290,Nameless,"{'challenge_name': ['Ugomvi', 'Notee', 'Evil Park 4', 'Evil Park 3', 'Evil Park 2', 'Evil Park 1', 'WarmUp', 'Heart', 'Open Letter', 'RedHand', ""Let's Vibe"", '10 Round', 'Syringe', 'Destination', 'Follow Us', 'Log-ical - Part 1', 'Welcome to UrchinSec'], 'challenge_category': ['Cryptography', 'Web Security', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'Forensics', 'Secure Code Reviewing', 'Reverse Engineering', 'Forensics', 'Secure Code Reviewing', 'Cryptography', 'OSINT', 'Forensics', 'Miscellaneous '], 'challenge_points': ['100', '300', '100', '100', '100', '100', '300', '100', '300', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T22:38:20.438444Z', '2024-10-26T20:04:23.101892Z', '2024-10-26T18:49:01.400002Z', '2024-10-26T18:44:18.567255Z', '2024-10-26T18:34:26.489215Z', '2024-10-26T18:08:37.606863Z', '2024-10-26T17:57:37.157226Z', '2024-10-26T15:23:04.062895Z', '2024-10-26T15:05:30.956665Z', '2024-10-26T14:32:57.988338Z', '2024-10-26T14:30:33.641234Z', '2024-10-26T14:16:09.205455Z', '2024-10-26T14:13:40.371723Z', '2024-10-26T14:10:33.282186Z', '2024-10-26T14:05:36.874907Z', '2024-10-26T10:53:09.430114Z', '2024-10-26T10:18:16.268082Z']}"
20,2200,retr0,"{'challenge_name': ['Ugomvi', 'Evil Park 3', 'Evil Park 2', 'Notee', 'WarmUp', 'Evil Park 1', 'Open Letter', 'RedHand', 'Follow Us', 'Welcome to UrchinSec', ""Let's Vibe"", 'Heart', 'Destination', 'Log-ical - Part 1', 'Syringe', '10 Round'], 'challenge_category': ['Cryptography', 'Forensics', 'Forensics', 'Web Security', 'Cryptography', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'OSINT', 'Miscellaneous ', 'Reverse Engineering', 'Secure Code Reviewing', 'Cryptography', 'Forensics', 'Secure Code Reviewing', 'Forensics'], 'challenge_points': ['100', '100', '100', '300', '300', '100', '300', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T22:40:21.150084Z', '2024-10-26T18:55:14.053485Z', '2024-10-26T18:54:21.801380Z', '2024-10-26T18:21:04.878262Z', '2024-10-26T17:47:10.865202Z', '2024-10-26T17:03:10.666064Z', '2024-10-26T12:08:11.042308Z', '2024-10-26T11:22:07.092986Z', '2024-10-26T10:51:44.092286Z', '2024-10-26T10:43:50.038716Z', '2024-10-26T10:26:17.394454Z', '2024-10-26T10:08:59.234923Z', '2024-10-26T09:35:22.061651Z', '2024-10-26T09:12:12.641462Z', '2024-10-26T08:47:30.998867Z', '2024-10-26T06:57:49.747407Z']}"
21,2100,sauron,"{'challenge_name': ['Box', 'Evil Park 4', 'Evil Park 3', 'Evil Park 2', 'Evil Park 1', 'Notee', 'Log-ical - Part 2', 'RedHand', 'Log-ical - Part 1', 'Destination', 'Welcome to UrchinSec', 'Open Letter', '10 Round', 'Syringe', 'Heart'], 'challenge_category': ['Cryptography', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Web Security', 'Forensics', 'Secure Code Reviewing', 'Forensics', 'Cryptography', 'Miscellaneous ', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '100', '100', '100', '300', '300', '100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-26T17:35:22.459814Z', '2024-10-26T17:22:03.917972Z', '2024-10-26T17:20:22.945733Z', '2024-10-26T17:15:03.004163Z', '2024-10-26T16:59:38.343778Z', '2024-10-26T15:43:58.193144Z', '2024-10-26T09:47:36.250869Z', '2024-10-26T09:46:32.993801Z', '2024-10-26T08:15:36.163432Z', '2024-10-26T08:06:59.140367Z', '2024-10-26T07:59:29.468170Z', '2024-10-26T07:42:13.963738Z', '2024-10-26T07:34:21.446187Z', '2024-10-26T07:07:33.133117Z', '2024-10-26T07:00:38.931835Z']}"
22,1900,Rirque,"{'challenge_name': ['Notee', 'WarmUp', 'Evil Park 1', 'Open Letter', 'RedHand', 'Syringe', 'Follow Us', ""Let's Vibe"", 'Heart', 'Welcome to UrchinSec', 'Log-ical - Part 1', '10 Round', 'Destination'], 'challenge_category': ['Web Security', 'Cryptography', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'OSINT', 'Reverse Engineering', 'Secure Code Reviewing', 'Miscellaneous ', 'Forensics', 'Forensics', 'Cryptography'], 'challenge_points': ['300', '300', '100', '300', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T21:43:18.916132Z', '2024-10-26T18:01:58.592237Z', '2024-10-26T17:02:28.000430Z', '2024-10-26T12:25:55.304724Z', '2024-10-26T11:21:22.437785Z', '2024-10-26T11:20:38.769317Z', '2024-10-26T11:14:09.412818Z', '2024-10-26T10:46:18.802769Z', '2024-10-26T10:43:03.865068Z', '2024-10-26T10:42:28.801020Z', '2024-10-26T09:44:06.209704Z', '2024-10-26T09:42:06.960388Z', '2024-10-26T07:22:00.783249Z']}"
23,1900,taurus,"{'challenge_name': ['RedHand', 'Follow Us', 'WarmUp', 'Tr3ppl3 Stuffs', 'Shifty Business', 'Box', 'Syringe', 'Heart', 'Welcome to UrchinSec', 'Open Letter', 'Log-ical - Part 1', '10 Round', 'Destination'], 'challenge_category': ['Secure Code Reviewing', 'OSINT', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous ', 'Forensics', 'Forensics', 'Forensics', 'Cryptography'], 'challenge_points': ['100', '100', '300', '300', '100', '100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-27T00:46:32.927996Z', '2024-10-27T00:17:38.435975Z', '2024-10-27T00:08:40.788394Z', '2024-10-26T22:50:34.008349Z', '2024-10-26T22:29:30.084475Z', '2024-10-26T22:17:33.827322Z', '2024-10-26T08:23:32.895840Z', '2024-10-26T08:11:32.216317Z', '2024-10-26T07:30:10.055278Z', '2024-10-26T07:27:52.118800Z', '2024-10-26T07:13:38.790209Z', '2024-10-26T06:56:08.107659Z', '2024-10-26T06:15:59.066684Z']}"
24,1900,Bynari,"{'challenge_name': ['Tr3ppl3 Stuffs', 'Shifty Business', 'RedHand', '10 Round', 'Open Letter', 'WarmUp', 'Syringe', 'Heart', 'Welcome to UrchinSec', 'Ugomvi', 'Destination', 'Follow Us', 'Log-ical - Part 1'], 'challenge_category': ['Cryptography', 'Cryptography', 'Secure Code Reviewing', 'Forensics', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous ', 'Cryptography', 'Cryptography', 'OSINT', 'Forensics'], 'challenge_points': ['300', '100', '100', '100', '300', '300', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T13:14:56.058956Z', '2024-10-27T12:45:35.895346Z', '2024-10-26T21:58:04.637622Z', '2024-10-26T21:46:39.063939Z', '2024-10-26T21:21:06.779420Z', '2024-10-26T21:11:33.193283Z', '2024-10-26T20:33:14.287406Z', '2024-10-26T20:19:05.985135Z', '2024-10-26T19:27:33.787929Z', '2024-10-26T17:03:08.788744Z', '2024-10-26T16:06:28.914113Z', '2024-10-26T15:29:14.619715Z', '2024-10-26T09:36:32.794603Z']}"
25,1700,Abu,"{'challenge_name': ['Open Letter', ""Let's Vibe"", 'Syringe', 'RedHand', 'Heart', 'Log-ical - Part 1', 'Follow Us', 'Welcome to UrchinSec', '10 Round', 'WarmUp', 'Ugomvi', 'Destination', 'Box'], 'challenge_category': ['Forensics', 'Reverse Engineering', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'OSINT', 'Miscellaneous ', 'Forensics', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography'], 'challenge_points': ['300', '100', '100', '100', '100', '100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-26T13:19:01.119410Z', '2024-10-26T13:00:00.573972Z', '2024-10-26T12:47:00.605796Z', '2024-10-26T12:42:52.369116Z', '2024-10-26T12:42:08.996444Z', '2024-10-26T12:32:18.073792Z', '2024-10-26T12:25:09.077378Z', '2024-10-26T12:18:56.148181Z', '2024-10-26T12:08:53.726046Z', '2024-10-26T12:02:36.782557Z', '2024-10-26T12:00:26.373253Z', '2024-10-26T11:53:12.312291Z', '2024-10-26T11:52:03.856224Z']}"
26,1700,J053,"{'challenge_name': ['Destination', 'Log-ical - Part 1', 'Notee', '10 Round', 'Follow Us', 'RedHand', 'Welcome to UrchinSec', 'Etiquette', 'WarmUp', 'Syringe', 'Heart'], 'challenge_category': ['Cryptography', 'Forensics', 'Web Security', 'Forensics', 'OSINT', 'Secure Code Reviewing', 'Miscellaneous ', 'Miscellaneous', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '300', '100', '100', '100', '100', '300', '300', '100', '100'], 'solve_time': ['2024-10-26T15:03:56.487866Z', '2024-10-26T14:18:25.621636Z', '2024-10-26T14:10:41.711249Z', '2024-10-26T13:51:56.180414Z', '2024-10-26T13:09:17.766163Z', '2024-10-26T13:01:12.601650Z', '2024-10-26T11:56:56.363395Z', '2024-10-26T11:55:36.313698Z', '2024-10-26T06:43:28.741148Z', '2024-10-26T06:35:23.758155Z', '2024-10-26T06:30:17.201138Z']}"
27,1700,Monk3yP@w_,"{'challenge_name': ['Tr3ppl3 Stuffs', 'Shifty Business', 'WarmUp', 'Open Letter', 'Log-ical - Part 1', '10 Round', 'RedHand', 'Welcome to UrchinSec', 'Syringe', 'Heart', 'Follow Us'], 'challenge_category': ['Cryptography', 'Cryptography', 'Cryptography', 'Forensics', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Miscellaneous ', 'Secure Code Reviewing', 'Secure Code Reviewing', 'OSINT'], 'challenge_points': ['300', '100', '300', '300', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T16:54:01.556177Z', '2024-10-27T15:39:05.786572Z', '2024-10-26T18:16:36.234505Z', '2024-10-26T13:44:22.595878Z', '2024-10-26T09:29:21.806804Z', '2024-10-26T08:15:00.014464Z', '2024-10-26T07:16:24.733251Z', '2024-10-26T07:05:49.133411Z', '2024-10-26T06:44:08.821862Z', '2024-10-26T06:39:39.304030Z', '2024-10-26T06:30:36.009706Z']}"
28,1600,zain24,"{'challenge_name': ['Evil Park 1', 'WarmUp', 'Follow Us', ""Let's Vibe"", 'Open Letter', 'Syringe', 'RedHand', 'Heart', 'Welcome to UrchinSec', 'Log-ical - Part 1', '10 Round', 'Destination'], 'challenge_category': ['Forensics', 'Cryptography', 'OSINT', 'Reverse Engineering', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous ', 'Forensics', 'Forensics', 'Cryptography'], 'challenge_points': ['100', '300', '100', '100', '300', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T19:25:33.582678Z', '2024-10-26T18:59:14.074477Z', '2024-10-26T13:18:33.830894Z', '2024-10-26T12:45:18.036570Z', '2024-10-26T12:19:53.801007Z', '2024-10-26T11:41:34.514441Z', '2024-10-26T11:32:40.162244Z', '2024-10-26T11:16:26.372204Z', '2024-10-26T10:31:01.273155Z', '2024-10-26T10:01:46.717684Z', '2024-10-26T09:47:51.898373Z', '2024-10-26T09:10:30.467290Z']}"
29,1600,L0n3_W0lf,"{'challenge_name': ['Heart', 'Syringe', ""Let's Vibe"", 'Follow Us', 'Open Letter', 'WarmUp', 'Shifty Business', 'Box', 'Destination', 'Ugomvi', 'Log-ical - Part 1', 'Welcome to UrchinSec'], 'challenge_category': ['Secure Code Reviewing', 'Secure Code Reviewing', 'Reverse Engineering', 'OSINT', 'Forensics', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Forensics', 'Miscellaneous '], 'challenge_points': ['100', '100', '100', '100', '300', '300', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T15:17:43.895383Z', '2024-10-27T15:07:19.886831Z', '2024-10-27T14:03:32.864941Z', '2024-10-27T13:46:36.740509Z', '2024-10-27T13:34:05.198152Z', '2024-10-27T11:51:11.500978Z', '2024-10-27T11:46:05.377466Z', '2024-10-26T16:58:47.756399Z', '2024-10-26T16:57:30.364481Z', '2024-10-26T16:55:59.695914Z', '2024-10-26T16:48:12.920722Z', '2024-10-26T16:43:16.171123Z']}"
30,1600,error69,"{'challenge_name': ['Notee', 'Destination', 'WarmUp', 'RedHand', 'Panel', 'Shifty Business', 'Syringe', 'Follow Us', 'Log-ical - Part 1', '10 Round'], 'challenge_category': ['Web Security', 'Cryptography', 'Cryptography', 'Secure Code Reviewing', 'Reverse Engineering', 'Cryptography', 'Secure Code Reviewing', 'OSINT', 'Forensics', 'Forensics'], 'challenge_points': ['300', '100', '300', '100', '300', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T17:16:43.658173Z', '2024-10-27T16:12:59.049179Z', '2024-10-27T12:53:19.239987Z', '2024-10-27T12:10:09.050862Z', '2024-10-27T09:13:01.997169Z', '2024-10-27T08:37:42.680732Z', '2024-10-27T08:05:13.961787Z', '2024-10-27T07:53:27.714273Z', '2024-10-27T07:34:04.618247Z', '2024-10-27T06:35:49.936840Z']}"
31,1600,Siddy_113,"{'challenge_name': ['RedHand', 'Shifty Business', 'Notee', 'WarmUp', 'Destination', 'Panel', 'Syringe', '10 Round', 'Log-ical - Part 1', 'Follow Us'], 'challenge_category': ['Secure Code Reviewing', 'Cryptography', 'Web Security', 'Cryptography', 'Cryptography', 'Reverse Engineering', 'Secure Code Reviewing', 'Forensics', 'Forensics', 'OSINT'], 'challenge_points': ['100', '100', '300', '300', '100', '300', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T18:54:45.360158Z', '2024-10-27T18:50:50.832962Z', '2024-10-27T17:24:23.057030Z', '2024-10-27T16:16:31.563646Z', '2024-10-27T14:42:54.208158Z', '2024-10-27T09:36:48.018024Z', '2024-10-27T08:11:58.557017Z', '2024-10-27T07:54:33.526487Z', '2024-10-26T15:06:55.993437Z', '2024-10-26T14:22:43.146761Z']}"
32,1500,anoncodex,"{'challenge_name': ['WarmUp', 'Welcome to UrchinSec', 'Heart', ""Let's Vibe"", 'Syringe', 'Log-ical - Part 1', '10 Round', 'Follow Us', 'Open Letter', 'RedHand', 'Destination'], 'challenge_category': ['Cryptography', 'Miscellaneous ', 'Secure Code Reviewing', 'Reverse Engineering', 'Secure Code Reviewing', 'Forensics', 'Forensics', 'OSINT', 'Forensics', 'Secure Code Reviewing', 'Cryptography'], 'challenge_points': ['300', '100', '100', '100', '100', '100', '100', '100', '300', '100', '100'], 'solve_time': ['2024-10-26T17:44:33.335746Z', '2024-10-26T12:34:06.069133Z', '2024-10-26T12:33:39.772514Z', '2024-10-26T12:27:13.207893Z', '2024-10-26T12:26:39.909254Z', '2024-10-26T12:26:21.748576Z', '2024-10-26T12:26:09.902555Z', '2024-10-26T12:23:01.662443Z', '2024-10-26T12:22:29.709404Z', '2024-10-26T12:20:02.705930Z', '2024-10-26T12:16:41.131302Z']}"
33,1500,r081n-h00d,"{'challenge_name': [""Let's Vibe"", 'UrchinPirates 4', 'UrchinPirates 3', 'UrchinPirates 2', 'UrchinPirates 1', 'Shifty Business', 'Log-ical - Part 1', '10 Round', 'RedHand', 'Heart', 'Syringe', 'Welcome to UrchinSec', 'Destination'], 'challenge_category': ['Reverse Engineering', 'OSINT', 'OSINT', 'OSINT', 'OSINT', 'Cryptography', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous ', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '300', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T13:49:05.121331Z', '2024-10-27T13:19:49.997357Z', '2024-10-27T13:12:32.542710Z', '2024-10-27T13:09:28.139236Z', '2024-10-27T12:57:22.005869Z', '2024-10-27T12:48:10.689106Z', '2024-10-27T11:04:58.193980Z', '2024-10-27T10:33:09.211170Z', '2024-10-27T09:57:22.070096Z', '2024-10-27T09:34:25.567451Z', '2024-10-26T12:17:01.080584Z', '2024-10-26T09:53:07.962294Z', '2024-10-26T07:06:40.652200Z']}"
