name,points,challenges
n03tAck,416,"{'challenge_name': ['randomized random'], 'challenge_category': ['Crypto'], 'challenge_points': ['416']}"
阿巴阿巴阿巴,416,"{'challenge_name': ['randomized random'], 'challenge_category': ['Crypto'], 'challenge_points': ['416']}"
G4L,386,"{'challenge_name': ['stone-game', 'welcome'], 'challenge_category': ['Reverse', 'Misc'], 'challenge_points': ['327', '59']}"
??!!,386,"{'challenge_name': ['stone-game', 'welcome'], 'challenge_category': ['Reverse', 'Misc'], 'challenge_points': ['327', '59']}"
sadboi2k5,357,"{'challenge_name': ['portable'], 'challenge_category': ['Reverse'], 'challenge_points': ['357']}"
the_end,344,"{'challenge_name': ['welcome', 'EzDB'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['59', '285']}"
W&M,344,"{'challenge_name': ['welcome', 'EzDB'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['59', '285']}"
test0308,344,"{'challenge_name': ['welcome', 'EzDB'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['59', '285']}"
B01,344,"{'challenge_name': ['welcome', 'EzDB'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['59', '285']}"
Hack@Sec,344,"{'challenge_name': ['welcome', 'EzDB'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['59', '285']}"
ylne,344,"{'challenge_name': ['welcome', 'EzDB'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['59', '285']}"
two dollar,327,"{'challenge_name': ['stone-game'], 'challenge_category': ['Reverse'], 'challenge_points': ['327']}"
中国红客联盟,327,"{'challenge_name': ['linuxpdf'], 'challenge_category': ['Reverse'], 'challenge_points': ['327']}"
WeAre,327,"{'challenge_name': ['stone-game'], 'challenge_category': ['Reverse'], 'challenge_points': ['327']}"
LilHouse,305,"{'challenge_name': ['raenil', 'welcome'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['246', '59']}"
有期徒刑,305,"{'challenge_name': ['raenil', 'welcome'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['246', '59']}"
Magnus,305,"{'challenge_name': ['raenil', 'welcome'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['246', '59']}"
你说得队,305,"{'challenge_name': ['raenil', 'welcome'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['246', '59']}"
m0NIS,305,"{'challenge_name': ['raenil', 'welcome'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['246', '59']}"
GenericGroup,305,"{'challenge_name': ['raenil', 'welcome'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['246', '59']}"
_cbd0gs,305,"{'challenge_name': ['raenil', 'welcome'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['246', '59']}"
4a,303,"{'challenge_name': ['chase'], 'challenge_category': ['Reverse'], 'challenge_points': ['303']}"
tinglv,303,"{'challenge_name': ['chase'], 'challenge_category': ['Reverse'], 'challenge_points': ['303']}"
KEC,285,"{'challenge_name': ['EzDB'], 'challenge_category': ['Pwn'], 'challenge_points': ['285']}"
Maple-leaves,285,"{'challenge_name': ['EzDB'], 'challenge_category': ['Pwn'], 'challenge_points': ['285']}"
CHAOIKUN,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
UDG,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
凌晨人才战队,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
FL1,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
S0meet,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
MYsec,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
zimu,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
M53,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
Go To Security,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
无1,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
羅,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
anjhz,259,"{'challenge_name': ['baby layout', 'welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['200', '59']}"
Spirit++-,246,"{'challenge_name': ['raenil'], 'challenge_category': ['Misc'], 'challenge_points': ['246']}"
S1uM4i,202,"{'challenge_name': ['baby layout'], 'challenge_category': ['Web'], 'challenge_points': ['200']}"
Dawn,200,"{'challenge_name': ['baby layout'], 'challenge_category': ['Web'], 'challenge_points': ['200']}"
zoro,200,"{'challenge_name': ['baby layout'], 'challenge_category': ['Web'], 'challenge_points': ['200']}"
@w,200,"{'challenge_name': ['baby layout'], 'challenge_category': ['Web'], 'challenge_points': ['200']}"
vvcf,200,"{'challenge_name': ['baby layout'], 'challenge_category': ['Web'], 'challenge_points': ['200']}"
F1am3,61.95,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
00__11?,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
zzCtfSec,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
KO-ZuFish,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
mini_RD,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
BXS,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
SeeU-Sec,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
WXDDL,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Buzzer,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
t0rch,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Hans0nnn,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
$说的都对,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
n3x,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
CN-ReConnect,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
CCC,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
一别冲呀,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
RE&BO,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Have a good tomorrow,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
只会啊对对,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
童锦程,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
JSEI,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
长信,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
当初一句红队没吃饭嘛，那一晚的警报声没停下来过，所以smbu啥时候改善伙食,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
难道只能签到了吗,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
BigSusan,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
ENOCH,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
sudoers,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Pen,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Z&N,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
人靠烧酒车靠油,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
KSIS,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
yep,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
北森南屿,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
H3l1oCcnu,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Gr3yW0lf,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
WikingShip,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
小糖人,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
HB_err0r,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
W4terDr0p,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
广东省技师学院战队,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Lucifer,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
ShadowCipher,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Fep,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
su7,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
一起来签到！,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
相信科学,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
0xDawn,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Dozer,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Hk328,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
干就完了,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
ZZU小队,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
极夜破晓队,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
tw1ns,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
yck,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
percent,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
it4keth2ee,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Zer1,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Sm0ggy,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
NISA-0w0,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
鶸,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Lonely_Flooc,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Ftcioer,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
X1aa0,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
kuro,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Z&Y,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
shangan,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Blue Lock Eleven,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Hii,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
didadida,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
aria,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Redbud,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
上海小分队,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
cathylinlin,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
HHHXXX,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
cloudever12,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
test.txt,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
xinghe123,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
天命,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Tide安全团队,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
X_,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
哟，flag,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
h0pe,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Lion,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
mirac1e,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
宝贝,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
VScode,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Abc125,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
121231231,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Pi1t0v3r,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
start1,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
逸一时，误一世,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
DFF,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
XSolohan,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
ByteBandits,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
viol1t,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
sep,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
baiuu,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
火锅不加辣,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
LuckyLonely,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Gq0,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
逸夫小学,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
E1yzia,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
HatTrick,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
trytostudy,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
bi0skochi,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
天衡,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
D4,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
CyberCh1ck,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
YYSG,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
helloworld1,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Lyc0ris,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
NCEPU-NSA,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
404EXPLOITERS,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
最菜的小菜鸡,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
爱吃香菜(CTF版),59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Galaxy,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
team_0,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
give me the first boold,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
sizhe,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
X1cT34m,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
alice_own,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
1dwqeqw,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
蟹堡王餐厅,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
fffff,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
TCP,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Yuzus0ft,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
龙剑,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
panic404,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
因果律的溶解,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
M1tM,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Trohan0x00,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
alittle,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Pop,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
未闻队名,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
ch1lL_9uy,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Gun M,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Rainbow7,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
YR,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
LIER,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
XYY,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
EzFlag,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
叶落处-烬相思,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
ROT13,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
BCA,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
午餐肉,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
leo1234,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
rktest,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
银河战舰,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
top堡龙e族,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
BlitzHack,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
小拨,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
不会取名队,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
俱舍,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
aaarewgg,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
BinRock,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
S4,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Aristore,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
暮看云丶,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Bγte5,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
rhacker,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
All1n,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
MeowSec,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
coushu&guanmo,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
sakana,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
W&Q&M,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
川渝暴龙,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
ENST,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
EachLove3,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
JNSEC,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
lol1234,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Gon__Tanaka,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
TYsec,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
1nf1n1ty,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
linguo_ok,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
holyhexor,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
YMD,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
thunder,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
D6ath E9ters,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
度凡,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Redstone,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
未婚七,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
deadly farts,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
菜鸡小队QvQ,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
f4n_n3r0,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
CAP-Sixone,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
紫色皓月213,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
CODEDogs,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
GWWAFZ,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
nbzxpioneer,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
小世界,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
G&B,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
VSL,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
GGBond汲汲爆,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
jifoewfnewfojiof,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
Code Avengers,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
rwe,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
tttt,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
宝宝巴士,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
deep无,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
cx330,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
友利奈绪世界第一可爱！,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
0x3b,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
UZERFLO,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
gastly,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
rksecc,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
2025,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
C.A.T,59,"{'challenge_name': ['welcome'], 'challenge_category': ['Misc'], 'challenge_points': ['59']}"
