name,points,challenges
The Mesquiteers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
noirchapeau,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Van Der Linde Gang,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Sigk1ll Outlaw Crew,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Indians,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Sexy 600C enjoyers yee-haw!!,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
se4lt,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Daemons of Hacking,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
302found,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Cr4sh1ng0ut,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Pixel Perfecter,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Guardia,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
OwlSec,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
sick of my voice,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Bad Buncha Bastards,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Security First,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Guts,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Achu Achu,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
caitlyn feet pics,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
{{7 * 7}} 'ers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Howlin' Cowboys,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Meethack,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
fr334aks-Mini,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Emergency Bucket,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
"'; SELECT * FROM Bank, Saloon",1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
yeehaw,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
KU$H,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
kalekomara,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
solyomb,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Ole' Sigma the Kid,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ACKnDazs,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SEE YOU SPACE COWBOY...,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
RaveCTF,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
issg_upat,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
fortnitegamer_45,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
eff nine see tea eff,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
GRIS,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
VESPAS,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Cyber @ UCI,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Eagle_One,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
K4YR0,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Bronco Busters,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
bread_wizards,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
One,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
seetief,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
1c3Gh3tt0,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
skp627,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
sou_tag,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
gLaR3g3x,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
"Shawshank Bruteforcers and their pony, Byte Bronco",1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
BountyCowboy,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Rowdy Hooligans,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
DS Alone,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
BDS,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ps aux,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CyberIsen,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
peropatra,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
wingatewarriors,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Bug Rustlers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Ones's Blacks Shirts,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Uqbar,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ByteHackers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
We lost our name,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Higgs and the Bosons,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Fueled with club-mate,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
powpow,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
0xDLLA,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
KAUboys & KAUgirls,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
privesc.sh,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
0xcyb3rtron,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ghidra_cowboy,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
KKKoders,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
"Billy the ""MaxxKaos"" Kidd",1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
b01ckaroos,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
F0x2C,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
barr0wb,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Sheriff Duck,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Lead Tea and Biscuits,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
George Rodger Clark Pump-N-Shop,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Brhackeuses,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CascRoot Outlaws,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
mhack donald,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
gaslighting,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
FancyPaws McGraw,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
xitska,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
<..C00kiesInTheSh3ll..>,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
They Call Us Akasec,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
TeamDevara,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Mighty Moose Wranglers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
DonkeyBrainz,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Anywheres,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
st0p_cyb3rbu11ying,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Fc8,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
V4L1D4T0R,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
V4L1D4T0R,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SpyVsCat5,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
shubuntu SOLO RUN,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Pu1ts,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
EHAX,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
cookies monster,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
tmpTeamName,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Team Darkstar,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Y@hoo B@ndits!,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
played with pavitra ,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
illemonati,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
milworms,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SOLOLEVELING,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
BrHackeuse,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Hxploitians,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
200pump,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
LaParcaColombiana SEIC,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SigmaHackerz,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Oynaymiz,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Code Wranglin’ Lads,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
PSTU_CYBERSPACE ,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
noneno,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Nops McGraw,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CyberGlitchers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
keva,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
____!!!!____,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Nyxora,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Mooses,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ByteBandits,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Brhackeuses,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
sfsdfsdfsdfsdfsdfsfdfdsfsd,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CodeWranglers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
404,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Lebroooooon,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CyberEagles Core,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Les yeux revolvers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Indiann Ocean Pirates,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Hackali,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Lone Ranger,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CyberGlitchers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
dyslexyz-crab,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Goblins,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Strike,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Hex0rcists,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
backspace,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
3HACK,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The UnKnown,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The UnKnown,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Chapman University,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Hackerspace Castellon,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Qu4cks,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Slippery slopes,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
golden_record,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
lightningmcbeer,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Mightyone,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
vVvvv,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
jakepolatty,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
p4n4no1d1nsomn14cs,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
otsosint,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Looney Bits,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Th3H4ck3rs.Pe=,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
opcodez,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
DN3RD,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
BlahLand,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Cyb3rPr1s0n,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Nullset Wrangler's Club,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Slavs,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Rayleigh,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
jadu,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Zindira,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
0xDR,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HR Lovers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
LeRoiDesRoublards,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ducky,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
password123,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
cyphex,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CR4CK_M3,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
BITSkrieg,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
pwny,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Milchlautsprecher,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Your_Team,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
q.w.e.r.1.2.3,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Schrodinger Bears,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
plaidbaby,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
hi,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
780th_Speculatores,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
IRHack,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ECTFT,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
PrivateUser,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Shellskapsresan,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Z3r0_D4y Revenants,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Abuelita soy tu nieto,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
f.society,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
irulronin,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
loops,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Kernel Panic! At the Cisco,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
TrickedMyAunty,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Air_Hex,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
brhackeuses,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Rootacch,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
instance team,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
yorushika,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
f0xes,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
fsdasdfewr,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Apalaca,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
phish_&_chips,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
DEVIL_ARMY,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
atlasteam,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
thetimeloop,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
侍,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
0x2b375,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
0xbytecode,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
mystery,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
WWU,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ctf_b33r_ctf,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Creeper_Coders,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Rex,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
PFS,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
maxim,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
solobrit,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Paillette,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ctfrrteam,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
pechan,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
0xnmr,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
RNM,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Munity,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
rrhs_cyber,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Backyard Bleu's,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
u3fi,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Matrix-_-,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
5yn0us14,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Reyko,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
nhl4000,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
J0hnW3ak,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
saltybois,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Desert Dream Drogue Draw,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
c0ins,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
VSL,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
1337 COWBOYS,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
lolloPOLLO,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
BAR 1337,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ECX. Inc,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
bbuff1337,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
1337Team2,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Make QUT Great Again Gang,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Fun:),1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
missing_frog,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Hello Kitty,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
AntAntAnt,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
man im so hungry,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
KillSwitch07,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
nubbydunka,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Turtle,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
What-a-Con,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
N0_SIGNAL,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CyberGlitchers ,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
RAM Overflow,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
H7H,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ItsOnTheRanch,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
gnr,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CyberGlitchers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
WSBTbyBDdXJpb3VzPw,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Lawsuit,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Defen5e,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Yee to the haw,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
kb312,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
neetsec,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Just Pwner7,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
FPTU Ethical Hackers Club,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
It Worked on My Machine,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Trojan,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
APD-1280,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
beepboop,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HCMUTE_ISC,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
qidis,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
We_Know_How_To_Cyber,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
RAT,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SatTeam,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
LaParcaColombiana,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
f4n_n3r0,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
koharin,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
DeepSeaBush,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Lone bhaddie ,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
test,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Pinhead Larry,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
WeDK,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
!!_crypto_envoys_!!,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Sad-Man's Parade,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
!!_script_kiddie_!!,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Koopa Troop,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Dried to the bone Squidd,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
0x01_if_by_LAN,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Cyber Janitorial,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Mamma Nurt Pardy,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
A wild jduck appears,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
BufferOverflow,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Boops,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
종말에뭐하세요,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Jinxed,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Aku ga ngerti ini gimana join team nya soalnya ga ada team password juga kalau dipikir pikir ,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Dynamite,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
bluebird,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The B-team,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Bellevue Root Riders,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Yöreis3c,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Bits & Pieces,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
NCA@Nepal,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HotelAlphaX-Ray,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
DirtyCoWboys of CIAT,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Rosayxy,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
4RG0S,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
capybarabara,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
NCSA,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
27,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
OC2600,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
killswitch,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
cyber avengers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Baby,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Aw4k3n,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
#MogamiShizuka,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Vonotna,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
DubiousDuckies,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
jeremykaragania,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Reinas y Pistolas,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SJ_if_cydf,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
solo,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Super Strong 츄르?,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Ayga Jitke Jayega,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
sac cyber,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
clay419,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
