,points,name,challenge
10,3829,thefwncrew,"{'challenge_name': ['ShareMixer2', 'hihi', 'S1mple', 'Hero', 'no_name', 'Initial', 'Home sweet home', 'swatted', 'Game of Luck', 'animal', 'CPUsage', 're02', 'Sign', 'Sparks', 'unexpected', 'X Éc Éc', 'Another one', 'ShareMixer1', 'Corrupted Hard Drive', 'shellcode 2', 'shellcode 1', 're01', 'Welcome'], 'challenge_category': ['Cryptography', 'Web', 'Web', 'Web', 'PWN', 'Forensics', 'Osint', 'Forensics', 'PWN', 'Reverse Engineering', 'Forensics', 'Reverse Engineering', 'Cryptography', 'Osint', 'Forensics', 'Web', 'Web', 'Cryptography', 'Forensics', 'PWN', 'PWN', 'Reverse Engineering', 'Misc'], 'challenge_points': ['100', '287', '100', '491', '100', '453', '100', '385', '100', '100', '100', '100', '214', '100', '349', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:50:57.968606Z', '2024-10-27T09:45:40.155043Z', '2024-10-27T09:39:37.148573Z', '2024-10-27T09:27:16.741116Z', '2024-10-27T07:43:41.993495Z', '2024-10-27T06:14:10.117430Z', '2024-10-27T06:02:24.579244Z', '2024-10-27T03:01:51.534235Z', '2024-10-27T02:59:40.406517Z', '2024-10-27T02:43:49.664965Z', '2024-10-26T22:18:26.572758Z', '2024-10-26T21:01:55.882813Z', '2024-10-26T12:07:16.500642Z', '2024-10-26T10:50:28.593268Z', '2024-10-26T10:09:31.859107Z', '2024-10-26T08:27:19.860124Z', '2024-10-26T06:27:46.907477Z', '2024-10-26T05:56:09.483743Z', '2024-10-26T04:23:38.082775Z', '2024-10-26T04:09:00.269939Z', '2024-10-26T02:56:16.085225Z', '2024-10-26T02:25:14.713826Z', '2024-10-26T02:06:02.899167Z']}"
11,3693,GuessWhoBack,"{'challenge_name': ['Home sweet home', 'unexpected', 'Initial', 're02', 'CPUsage', 'animal', 'Hero', 'hihi', 'Game of Luck', 'Sparks', 'no_name', 'ShareMixer2', 'Sign', 'S1mple', 'Another one', 'niceray', 'ShareMixer1', 'X Éc Éc', 'shellcode 2', 're01', 'shellcode 1', 'Welcome'], 'challenge_category': ['Osint', 'Forensics', 'Forensics', 'Reverse Engineering', 'Forensics', 'Reverse Engineering', 'Web', 'Web', 'PWN', 'Osint', 'PWN', 'Cryptography', 'Cryptography', 'Web', 'Web', 'Web', 'Cryptography', 'Web', 'PWN', 'Reverse Engineering', 'PWN', 'Misc'], 'challenge_points': ['100', '349', '453', '100', '100', '100', '491', '287', '100', '100', '100', '100', '214', '100', '100', '349', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:46:48.649733Z', '2024-10-27T09:40:20.076805Z', '2024-10-27T09:31:24.711125Z', '2024-10-27T09:30:36.553266Z', '2024-10-27T08:05:11.492519Z', '2024-10-27T07:16:22.846939Z', '2024-10-27T05:50:32.711358Z', '2024-10-27T04:18:13.490657Z', '2024-10-26T17:58:42.309429Z', '2024-10-26T16:40:37.596947Z', '2024-10-26T16:28:26.453394Z', '2024-10-26T16:02:39.572726Z', '2024-10-26T14:21:35.787488Z', '2024-10-26T11:57:01.404626Z', '2024-10-26T08:29:51.834835Z', '2024-10-26T08:19:51.401963Z', '2024-10-26T07:02:26.641253Z', '2024-10-26T03:59:22.123785Z', '2024-10-26T03:47:38.291828Z', '2024-10-26T03:09:05.564734Z', '2024-10-26T02:28:44.394028Z', '2024-10-26T02:12:55.872000Z']}"
12,3440,The Duck,"{'challenge_name': ['Hero', 'animal', 'CPUsage', 'Game of Luck', 'ShareMixer1', 'Home sweet home', 'ShareMixer2', 'Another one', 'hihi', 'no_name', 'Sign', 're02', 'S1mple', 'niceray', 'Sparks', 'Corrupted Hard Drive', 'unexpected', 'The Chamber of Flag', 'shellcode 2', 're01', 'shellcode 1', 'X Éc Éc', 'Welcome'], 'challenge_category': ['Web', 'Reverse Engineering', 'Forensics', 'PWN', 'Cryptography', 'Osint', 'Cryptography', 'Web', 'Web', 'PWN', 'Cryptography', 'Reverse Engineering', 'Web', 'Web', 'Osint', 'Forensics', 'Forensics', 'Reverse Engineering', 'PWN', 'Reverse Engineering', 'PWN', 'Web', 'Misc'], 'challenge_points': ['491', '100', '100', '100', '100', '100', '100', '100', '287', '100', '214', '100', '100', '349', '100', '100', '349', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:53:42.514341Z', '2024-10-27T09:14:38.102312Z', '2024-10-27T08:12:04.897000Z', '2024-10-27T06:13:40.008000Z', '2024-10-27T05:57:30.719478Z', '2024-10-27T05:49:32.417386Z', '2024-10-27T05:29:34.421342Z', '2024-10-27T04:56:11.239385Z', '2024-10-27T04:06:42.045411Z', '2024-10-26T20:25:22.669355Z', '2024-10-26T17:25:25.805856Z', '2024-10-26T16:26:54.557248Z', '2024-10-26T15:00:41.027946Z', '2024-10-26T11:34:31.343064Z', '2024-10-26T11:10:21.533794Z', '2024-10-26T08:28:14.872692Z', '2024-10-26T06:57:12.648741Z', '2024-10-26T06:22:19.996590Z', '2024-10-26T05:47:33.155089Z', '2024-10-26T05:30:46.867625Z', '2024-10-26T05:13:10.243337Z', '2024-10-26T02:28:23.689223Z', '2024-10-26T02:23:44.477623Z']}"
13,3147,space{cyber},"{'challenge_name': ['FlagCpp', '2much', 'swatted', 'S1mple', 'CPUsage', 'niceray', 'Sparks', 'shellcode 2', 'Sign', 'The Chamber of Flag', 'ShareMixer2', 'shellcode 1', 'Corrupted Hard Drive', 'ShareMixer1', 'Another one', 'X Éc Éc', 're01', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Reverse Engineering', 'Forensics', 'Web', 'Forensics', 'Web', 'Osint', 'PWN', 'Cryptography', 'Reverse Engineering', 'Cryptography', 'PWN', 'Forensics', 'Cryptography', 'Web', 'Web', 'Reverse Engineering', 'Misc'], 'challenge_points': ['486', '463', '385', '100', '100', '349', '100', '100', '214', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:51:59.764667Z', '2024-10-27T09:41:40.796058Z', '2024-10-27T09:13:54.170799Z', '2024-10-27T07:45:26.451189Z', '2024-10-27T05:42:05.343802Z', '2024-10-27T04:30:42.364040Z', '2024-10-26T23:29:09.978651Z', '2024-10-26T15:22:53.667727Z', '2024-10-26T14:33:16.181993Z', '2024-10-26T14:23:30.939646Z', '2024-10-26T11:30:13.959698Z', '2024-10-26T10:01:58.518967Z', '2024-10-26T07:27:25.414900Z', '2024-10-26T07:00:20.559253Z', '2024-10-26T06:58:54.753544Z', '2024-10-26T06:55:57.409415Z', '2024-10-26T04:26:46.923113Z', '2024-10-26T02:45:55.933933Z']}"
14,2839,ph1sher,"{'challenge_name': ['no_name', 'hihi', 'Initial', 'ShareMixer2', 'The Chamber of Flag', 'animal', 'Home sweet home', 'CPUsage', 'S1mple', 'Game of Luck', 're02', 'Sparks', 'niceray', 'Corrupted Hard Drive', 'shellcode 2', 'Another one', 'ShareMixer1', 'shellcode 1', 're01', 'X Éc Éc', 'Welcome'], 'challenge_category': ['PWN', 'Web', 'Forensics', 'Cryptography', 'Reverse Engineering', 'Reverse Engineering', 'Osint', 'Forensics', 'Web', 'PWN', 'Reverse Engineering', 'Osint', 'Web', 'Forensics', 'PWN', 'Web', 'Cryptography', 'PWN', 'Reverse Engineering', 'Web', 'Misc'], 'challenge_points': ['100', '287', '453', '100', '100', '100', '100', '100', '100', '100', '100', '100', '349', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T08:46:06.304319Z', '2024-10-27T08:36:48.145498Z', '2024-10-27T08:14:09.395282Z', '2024-10-27T08:06:10.956916Z', '2024-10-27T07:12:43.974961Z', '2024-10-27T06:18:08.081087Z', '2024-10-27T05:08:11.892188Z', '2024-10-27T00:37:22.238559Z', '2024-10-26T18:06:49.830742Z', '2024-10-26T15:13:17.898841Z', '2024-10-26T15:00:51.996737Z', '2024-10-26T11:05:46.312882Z', '2024-10-26T10:15:31.331163Z', '2024-10-26T08:12:45.045084Z', '2024-10-26T08:11:30.350296Z', '2024-10-26T07:53:01.442185Z', '2024-10-26T06:48:44.894177Z', '2024-10-26T04:30:20.108007Z', '2024-10-26T03:39:10.929993Z', '2024-10-26T03:27:50.493664Z', '2024-10-26T02:08:50.637696Z']}"
15,2686,World Wide Flags,"{'challenge_name': ['Two Steps Ahead', 'Initial', 'swatted', 'Home sweet home', 'Game of Luck', 'no_name', 'ShareMixer2', 'S1mple', 'X Éc Éc', 're01', 'Sparks', 'Another one', 'Corrupted Hard Drive', 'ShareMixer1', 'shellcode 2', 'shellcode 1', 'Welcome'], 'challenge_category': ['Osint', 'Forensics', 'Forensics', 'Osint', 'PWN', 'PWN', 'Cryptography', 'Web', 'Web', 'Reverse Engineering', 'Osint', 'Web', 'Forensics', 'Cryptography', 'PWN', 'PWN', 'Misc'], 'challenge_points': ['498', '453', '385', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:56:51.271901Z', '2024-10-27T09:46:03.779044Z', '2024-10-27T06:48:47.893973Z', '2024-10-27T05:52:31.630395Z', '2024-10-27T02:59:20.931978Z', '2024-10-26T23:15:35.714601Z', '2024-10-26T23:07:23.774545Z', '2024-10-26T20:03:19.647909Z', '2024-10-26T19:11:32.349974Z', '2024-10-26T17:37:00.407448Z', '2024-10-26T12:48:01.964025Z', '2024-10-26T10:53:04.406946Z', '2024-10-26T05:18:23.774385Z', '2024-10-26T04:51:01.344935Z', '2024-10-26T04:34:38.637415Z', '2024-10-26T02:51:05.340905Z', '2024-10-26T02:07:47.037215Z']}"
16,2536,CyberSaga,"{'challenge_name': ['The Chamber of Flag', 'S1mple', 'hihi', 'animal', 'Home sweet home', 'swatted', 'Game of Luck', 'no_name', 'CPUsage', 'Sign', 'Sparks', 'ShareMixer2', 'Another one', 'ShareMixer1', 'Corrupted Hard Drive', 'X Éc Éc', 'shellcode 2', 're01', 'shellcode 1', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Web', 'Web', 'Reverse Engineering', 'Osint', 'Forensics', 'PWN', 'PWN', 'Forensics', 'Cryptography', 'Osint', 'Cryptography', 'Web', 'Cryptography', 'Forensics', 'Web', 'PWN', 'Reverse Engineering', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '287', '100', '100', '385', '100', '100', '100', '214', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T08:13:16.708628Z', '2024-10-27T08:12:25.346891Z', '2024-10-27T07:20:07.648377Z', '2024-10-27T04:52:03.305175Z', '2024-10-27T02:00:21.793735Z', '2024-10-27T00:57:12.621324Z', '2024-10-26T22:50:22.925977Z', '2024-10-26T21:40:43.575495Z', '2024-10-26T21:13:29.606445Z', '2024-10-26T16:36:44.911696Z', '2024-10-26T13:55:20.528311Z', '2024-10-26T11:35:25.854938Z', '2024-10-26T08:12:47.140242Z', '2024-10-26T07:27:13.583797Z', '2024-10-26T06:14:21.503052Z', '2024-10-26T04:37:06.450260Z', '2024-10-26T04:30:13.273937Z', '2024-10-26T04:30:10.256007Z', '2024-10-26T03:12:19.899115Z', '2024-10-26T02:28:32.392911Z']}"
17,2435,W4ntY0u,"{'challenge_name': ['shellcode 2', 'Another one', 'shellcode 1', 'hihi', '2much', 'animal', 're02', 'The Chamber of Flag', 're01', 'FlagCpp', 'S1mple', 'niceray', 'Welcome'], 'challenge_category': ['PWN', 'Web', 'PWN', 'Web', 'Reverse Engineering', 'Reverse Engineering', 'Reverse Engineering', 'Reverse Engineering', 'Reverse Engineering', 'Reverse Engineering', 'Web', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '287', '463', '100', '100', '100', '100', '486', '100', '349', '50'], 'solve_time': ['2024-10-27T09:08:10.820128Z', '2024-10-27T08:36:12.252318Z', '2024-10-27T07:33:49.623429Z', '2024-10-27T07:22:02.831534Z', '2024-10-27T04:12:49.844413Z', '2024-10-27T01:33:38.666504Z', '2024-10-27T01:21:03.568046Z', '2024-10-27T00:22:43.098534Z', '2024-10-27T00:22:15.829868Z', '2024-10-27T00:21:45.788844Z', '2024-10-26T15:50:47.758982Z', '2024-10-26T09:14:31.513373Z', '2024-10-26T05:09:42.232515Z']}"
18,2390,MasCodiKaze,"{'challenge_name': ['2much', 'animal', 'no_name', 'Game of Luck', 'Another one', 're02', 'Sign', 'The Chamber of Flag', 'Sparks', 'ShareMixer2', 'shellcode 2', 'shellcode 1', 'ShareMixer1', 're01', 'thats so random', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Reverse Engineering', 'PWN', 'PWN', 'Web', 'Reverse Engineering', 'Cryptography', 'Reverse Engineering', 'Osint', 'Cryptography', 'PWN', 'PWN', 'Cryptography', 'Reverse Engineering', 'Cryptography', 'Misc'], 'challenge_points': ['463', '100', '100', '100', '100', '100', '214', '100', '100', '100', '100', '100', '100', '100', '463', '50'], 'solve_time': ['2024-10-27T07:17:26.645478Z', '2024-10-27T03:26:58.979509Z', '2024-10-26T22:26:11.741779Z', '2024-10-26T18:45:25.500440Z', '2024-10-26T14:57:22.031320Z', '2024-10-26T14:01:43.047607Z', '2024-10-26T13:12:35.705178Z', '2024-10-26T12:12:01.289923Z', '2024-10-26T11:27:44.532369Z', '2024-10-26T10:51:49.079971Z', '2024-10-26T07:57:31.873618Z', '2024-10-26T06:58:30.015395Z', '2024-10-26T05:47:25.277249Z', '2024-10-26T05:01:04.858660Z', '2024-10-26T04:36:56.093744Z', '2024-10-26T02:04:44.832767Z']}"
19,2339,SuyGang,"{'challenge_name': ['ShareMixer2', 'hihi', 'Game of Luck', 'Home sweet home', 'S1mple', 're02', 'Initial', 'CPUsage', 'shellcode 1', 'Corrupted Hard Drive', 'shellcode 2', 'X Éc Éc', 'Another one', 'ShareMixer1', 'niceray', 'Welcome'], 'challenge_category': ['Cryptography', 'Web', 'PWN', 'Osint', 'Web', 'Reverse Engineering', 'Forensics', 'Forensics', 'PWN', 'Forensics', 'PWN', 'Web', 'Web', 'Cryptography', 'Web', 'Misc'], 'challenge_points': ['100', '287', '100', '100', '100', '100', '453', '100', '100', '100', '100', '100', '100', '100', '349', '50'], 'solve_time': ['2024-10-27T07:35:42.330585Z', '2024-10-27T05:01:50.408654Z', '2024-10-27T03:45:36.678250Z', '2024-10-27T03:27:55.722551Z', '2024-10-27T02:09:24.644465Z', '2024-10-27T00:42:48.486572Z', '2024-10-26T23:45:39.958376Z', '2024-10-26T22:56:12.274949Z', '2024-10-26T20:08:43.818767Z', '2024-10-26T16:45:33.576507Z', '2024-10-26T16:16:17.018060Z', '2024-10-26T11:06:34.781534Z', '2024-10-26T07:56:35.586881Z', '2024-10-26T06:28:29.052126Z', '2024-10-26T04:09:20.172986Z', '2024-10-26T02:05:53.426097Z']}"
20,2127,NUS Greyhats,"{'challenge_name': ['Sign', 'Game of Luck', 'Home sweet home', 'animal', 'ShareMixer2', 'thats so random', 're02', 'Sparks', 'Corrupted Hard Drive', 'X Éc Éc', 'Another one', 'shellcode 2', 'shellcode 1', 'ShareMixer1', 'The Chamber of Flag', 're01', 'Welcome'], 'challenge_category': ['Cryptography', 'PWN', 'Osint', 'Reverse Engineering', 'Cryptography', 'Cryptography', 'Reverse Engineering', 'Osint', 'Forensics', 'Web', 'Web', 'PWN', 'PWN', 'Cryptography', 'Reverse Engineering', 'Reverse Engineering', 'Misc'], 'challenge_points': ['214', '100', '100', '100', '100', '463', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T07:57:12.044156Z', '2024-10-27T04:49:44.151175Z', '2024-10-27T04:39:00.522417Z', '2024-10-27T04:23:52.702815Z', '2024-10-27T01:07:03.416731Z', '2024-10-26T15:38:34.146280Z', '2024-10-26T15:15:29.779397Z', '2024-10-26T12:12:03.830184Z', '2024-10-26T10:45:07.080130Z', '2024-10-26T08:06:53.024612Z', '2024-10-26T07:57:16.986927Z', '2024-10-26T07:13:04.901150Z', '2024-10-26T05:37:00.229080Z', '2024-10-26T04:47:17.096444Z', '2024-10-26T04:01:43.582446Z', '2024-10-26T02:45:21.681258Z', '2024-10-26T02:05:40.719494Z']}"
21,2072,BlueV-Fr,"{'challenge_name': ['hihi', 'Corrupted Hard Drive', 'no_name', 'S1mple', 'niceray', 'CPUsage', 'somesomesome', 'Sparks', 'shellcode 2', 'Another one', 'shellcode 1', 'X Éc Éc', 'Welcome'], 'challenge_category': ['Web', 'Forensics', 'PWN', 'Web', 'Web', 'Forensics', 'Cryptography', 'Osint', 'PWN', 'Web', 'PWN', 'Web', 'Misc'], 'challenge_points': ['287', '100', '100', '100', '349', '100', '486', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:29:34.087123Z', '2024-10-27T08:35:46.912532Z', '2024-10-27T08:31:46.440424Z', '2024-10-27T08:23:10.296990Z', '2024-10-27T05:41:18.077269Z', '2024-10-27T02:47:02.044767Z', '2024-10-27T02:42:55.809417Z', '2024-10-26T18:28:13.637353Z', '2024-10-26T08:37:40.795439Z', '2024-10-26T08:32:22.556619Z', '2024-10-26T05:49:00.744612Z', '2024-10-26T03:50:25.477259Z', '2024-10-26T02:39:07.280800Z']}"
22,2048,bi0s,"{'challenge_name': ['animal', 'niceray', 'CPUsage', 'unexpected', 're02', 'Game of Luck', 'S1mple', 're01', 'Sparks', 'ShareMixer1', 'Corrupted Hard Drive', 'X Éc Éc', 'Another one', 'shellcode 2', 'shellcode 1', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Web', 'Forensics', 'Forensics', 'Reverse Engineering', 'PWN', 'Web', 'Reverse Engineering', 'Osint', 'Cryptography', 'Forensics', 'Web', 'Web', 'PWN', 'PWN', 'Misc'], 'challenge_points': ['100', '349', '100', '349', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:11:22.351981Z', '2024-10-27T08:21:48.188457Z', '2024-10-27T07:12:32.437240Z', '2024-10-27T05:57:10.404265Z', '2024-10-27T00:22:07.329452Z', '2024-10-26T17:34:05.583516Z', '2024-10-26T16:40:12.753630Z', '2024-10-26T14:28:46.171734Z', '2024-10-26T12:00:20.034950Z', '2024-10-26T10:45:42.122552Z', '2024-10-26T08:55:46.370095Z', '2024-10-26T07:21:45.383174Z', '2024-10-26T07:00:46.370234Z', '2024-10-26T05:16:25.510256Z', '2024-10-26T04:22:01.940797Z', '2024-10-26T02:07:18.459037Z']}"
23,1984,L3ak,"{'challenge_name': ['ShareMixer1', 'CPUsage', 'swatted', 'Game of Luck', 're02', 'The Chamber of Flag', 'Sparks', 'Another one', 'unexpected', 'X Éc Éc', 'shellcode 2', 'Corrupted Hard Drive', 're01', 'shellcode 1', 'Welcome'], 'challenge_category': ['Cryptography', 'Forensics', 'Forensics', 'PWN', 'Reverse Engineering', 'Reverse Engineering', 'Osint', 'Web', 'Forensics', 'Web', 'PWN', 'Forensics', 'Reverse Engineering', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '385', '100', '100', '100', '100', '100', '349', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-26T21:24:10.000254Z', '2024-10-26T20:35:59.660374Z', '2024-10-26T18:43:27.235003Z', '2024-10-26T15:33:38.135427Z', '2024-10-26T13:37:48.029703Z', '2024-10-26T11:47:01.730926Z', '2024-10-26T11:41:08.913916Z', '2024-10-26T09:07:47.006552Z', '2024-10-26T06:56:16.566338Z', '2024-10-26T06:38:03.456009Z', '2024-10-26T05:20:06.867548Z', '2024-10-26T05:00:53.627199Z', '2024-10-26T03:36:10.946340Z', '2024-10-26T03:02:31.963589Z', '2024-10-26T02:10:40.880975Z']}"
24,1899,Emu Exploit,"{'challenge_name': ['animal', 're02', 'The Chamber of Flag', 'Home sweet home', 'Corrupted Hard Drive', 'CPUsage', 'Game of Luck', 'ShareMixer1', 'S1mple', 'Sparks', 're01', 'Another one', 'niceray', 'shellcode 2', 'shellcode 1', 'X Éc Éc', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Reverse Engineering', 'Reverse Engineering', 'Osint', 'Forensics', 'Forensics', 'PWN', 'Cryptography', 'Web', 'Osint', 'Reverse Engineering', 'Web', 'Web', 'PWN', 'PWN', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '349', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T08:13:23.910395Z', '2024-10-27T07:17:52.435147Z', '2024-10-27T05:45:04.580127Z', '2024-10-27T03:46:10.509947Z', '2024-10-27T02:27:55.713218Z', '2024-10-26T21:20:57.691812Z', '2024-10-26T20:11:06.554124Z', '2024-10-26T16:32:34.038422Z', '2024-10-26T15:37:08.317337Z', '2024-10-26T10:29:36.036556Z', '2024-10-26T10:01:12.748912Z', '2024-10-26T09:00:33.595217Z', '2024-10-26T05:36:14.858330Z', '2024-10-26T05:32:06.328081Z', '2024-10-26T03:31:09.992227Z', '2024-10-26T03:05:18.819646Z', '2024-10-26T02:06:27.354159Z']}"
25,1799,PKA_TheCreati0n,"{'challenge_name': ['unexpected', 'Game of Luck', 'ShareMixer2', 'animal', 'shellcode 2', 'ShareMixer1', 're02', 'CPUsage', 'Corrupted Hard Drive', 're01', 'shellcode 1', 'Another one', 'X Éc Éc', 'Home sweet home', 'Sparks', 'Welcome'], 'challenge_category': ['Forensics', 'PWN', 'Cryptography', 'Reverse Engineering', 'PWN', 'Cryptography', 'Reverse Engineering', 'Forensics', 'Forensics', 'Reverse Engineering', 'PWN', 'Web', 'Web', 'Osint', 'Osint', 'Misc'], 'challenge_points': ['349', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:49:27.026003Z', '2024-10-27T09:38:08.326388Z', '2024-10-27T09:37:26.903076Z', '2024-10-27T08:29:06.600516Z', '2024-10-27T08:20:24.206008Z', '2024-10-27T08:12:45.857013Z', '2024-10-27T08:04:11.574442Z', '2024-10-27T07:56:58.210210Z', '2024-10-27T07:43:01.594384Z', '2024-10-27T07:39:06.835509Z', '2024-10-27T07:36:37.019894Z', '2024-10-27T07:33:45.594297Z', '2024-10-27T07:33:04.750684Z', '2024-10-27T07:27:59.461910Z', '2024-10-26T14:32:21.816701Z', '2024-10-26T02:04:55.357057Z']}"
26,1750,TAS.DihydroMonoxide,"{'challenge_name': ['no_name', 'animal', 'The Chamber of Flag', 'S1mple', 'Game of Luck', 'ShareMixer2', 'shellcode 2', 'CPUsage', 'ShareMixer1', 'X Éc Éc', 'shellcode 1', 'Home sweet home', 'Another one', 'Sparks', 're02', 'Corrupted Hard Drive', 're01', 'Welcome'], 'challenge_category': ['PWN', 'Reverse Engineering', 'Reverse Engineering', 'Web', 'PWN', 'Cryptography', 'PWN', 'Forensics', 'Cryptography', 'Web', 'PWN', 'Osint', 'Web', 'Osint', 'Reverse Engineering', 'Forensics', 'Reverse Engineering', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:42:44.457354Z', '2024-10-27T08:14:04.106261Z', '2024-10-27T08:11:33.659196Z', '2024-10-27T08:06:41.299389Z', '2024-10-27T08:02:58.013731Z', '2024-10-27T07:52:06.838044Z', '2024-10-27T07:46:52.739099Z', '2024-10-27T07:43:36.419784Z', '2024-10-27T07:37:53.861616Z', '2024-10-27T03:44:37.078212Z', '2024-10-27T03:36:44.456665Z', '2024-10-27T03:32:42.412239Z', '2024-10-26T20:53:56.999611Z', '2024-10-26T18:44:17.089431Z', '2024-10-26T16:05:34.332554Z', '2024-10-26T05:20:18.780023Z', '2024-10-26T04:33:25.750235Z', '2024-10-26T02:04:38.334110Z']}"
27,1736,The Flat Network Society,"{'challenge_name': ['animal', 'FlagCpp', 'no_name', 're02', 'The Chamber of Flag', 'Game of Luck', 're01', 'S1mple', 'shellcode 2', 'X Éc Éc', 'shellcode 1', 'Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Reverse Engineering', 'PWN', 'Reverse Engineering', 'Reverse Engineering', 'PWN', 'Reverse Engineering', 'Web', 'PWN', 'Web', 'PWN', 'Osint', 'Web', 'Misc'], 'challenge_points': ['100', '486', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T08:38:28.239890Z', '2024-10-27T07:53:40.346005Z', '2024-10-26T21:59:34.545853Z', '2024-10-26T21:38:29.190754Z', '2024-10-26T19:19:38.631565Z', '2024-10-26T18:57:49.922419Z', '2024-10-26T18:20:13.390221Z', '2024-10-26T16:51:10.035788Z', '2024-10-26T15:21:51.477307Z', '2024-10-26T14:20:13.639706Z', '2024-10-26T14:04:50.171914Z', '2024-10-26T12:59:10.189711Z', '2024-10-26T11:27:51.950760Z', '2024-10-26T06:51:39.167136Z']}"
28,1727,Maple Bacon,"{'challenge_name': ['no_name', 'Another one', 'animal', 'Game of Luck', 'The Chamber of Flag', 'ShareMixer2', 'Sign', 'shellcode 2', 're01', 'ShareMixer1', 'thats so random', 'shellcode 1', 'Welcome'], 'challenge_category': ['PWN', 'Web', 'Reverse Engineering', 'PWN', 'Reverse Engineering', 'Cryptography', 'Cryptography', 'PWN', 'Reverse Engineering', 'Cryptography', 'Cryptography', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '214', '100', '100', '100', '463', '100', '50'], 'solve_time': ['2024-10-27T05:22:29.370337Z', '2024-10-27T04:51:39.804458Z', '2024-10-27T03:11:21.484568Z', '2024-10-27T02:57:53.106887Z', '2024-10-26T23:26:38.884037Z', '2024-10-26T22:32:01.595348Z', '2024-10-26T11:54:56.532913Z', '2024-10-26T10:35:58.354588Z', '2024-10-26T08:19:19.054752Z', '2024-10-26T08:10:59.404891Z', '2024-10-26T06:56:54.677402Z', '2024-10-26T06:04:52.371875Z', '2024-10-26T02:04:30.948368Z']}"
29,1686,bhackari,"{'challenge_name': ['hihi', 'Home sweet home', 'Corrupted Hard Drive', 'ShareMixer1', 'niceray', 'Game of Luck', 'S1mple', 'Sparks', 'X Éc Éc', 'Another one', 'shellcode 2', 'shellcode 1', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Forensics', 'Cryptography', 'Web', 'PWN', 'Web', 'Osint', 'Web', 'Web', 'PWN', 'PWN', 'Misc'], 'challenge_points': ['287', '100', '100', '100', '349', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T02:59:52.016465Z', '2024-10-27T01:33:42.277589Z', '2024-10-26T20:00:35.008888Z', '2024-10-26T19:30:07.363614Z', '2024-10-26T18:52:36.314026Z', '2024-10-26T16:04:56.608502Z', '2024-10-26T14:02:54.308650Z', '2024-10-26T11:56:49.127144Z', '2024-10-26T09:07:07.168804Z', '2024-10-26T08:22:59.158619Z', '2024-10-26T08:11:16.222295Z', '2024-10-26T07:13:29.453122Z', '2024-10-26T05:02:23.386662Z']}"
