Position,points,name,challenge
38,2763,Sudoers,"{'challenge_name': ['51lv3r-scr33n', 'bd', 'nachoide', 'Dude, where is my horse?', 'Discord 2', 'Baguette Cipher', 'Trust in my calculator', 'T.E.G. 2: Waiting for a player', 'Poke 2: Can you defeat Gary?', 'Discord 1', 'Baby rev', 'T.E.G. 1: Hide and Seek', 'Debu... what?', 'Warmup', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Poke 0: Just Want a Totodile', 'HTTP specialist', 'Git 1: Baby', 'Designer', 'Onion login'], 'challenge_category': ['Beginner', 'Misc', 'Crypto', 'Misc', 'Misc', 'Reversing', 'Misc', 'Reversing', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['454', '162', '100', '100', '490', '257', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T20:02:05.560772Z', '2024-11-08T19:53:39.478503Z', '2024-11-08T18:31:01.606988Z', '2024-11-08T18:07:28.133079Z', '2024-11-08T16:56:25.008483Z', '2024-11-08T16:24:41.954458Z', '2024-11-08T15:18:22.796334Z', '2024-11-08T14:52:04.507199Z', '2024-11-08T14:31:11.550368Z', '2024-11-08T14:14:45.526743Z', '2024-11-08T13:38:08.309664Z', '2024-11-08T13:33:52.439904Z', '2024-11-08T13:21:54.922881Z', '2024-11-08T13:05:16.898262Z', '2024-11-08T12:39:07.951308Z', '2024-11-08T11:54:11.793575Z', '2024-11-08T11:52:58.974911Z', '2024-11-08T11:06:27.874323Z']}"
39,2758,Florencia Digital,"{'challenge_name': ['LCellini', 'Frankit0', 'Hamparte Artist', 'HTTP specialist', 'T.E.G. 2: Waiting for a player', 'Poke 3: What the hell?', 'PGN Encryption', 'T.E.G. 1: Hide and Seek', 'Discord 2', 'Poke 1: No again please', 'Designer', 'Discord 1', 'Baguette Cipher', 'Baby rev', 'Git 1: Baby'], 'challenge_category': ['Forensics', 'Beginner', 'Misc', 'Misc', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Crypto', 'Reversing', 'Beginner'], 'challenge_points': ['464', '100', '490', '392', '293', '100', '162', '257', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T02:41:10.713517Z', '2024-11-08T21:10:47.222738Z', '2024-11-08T18:29:45.038118Z', '2024-11-08T17:21:55.086366Z', '2024-11-08T16:09:29.188431Z', '2024-11-08T13:48:34.507199Z', '2024-11-08T13:45:11.287023Z', '2024-11-08T13:28:11.709168Z', '2024-11-08T12:24:09.540585Z', '2024-11-08T12:02:36.693295Z', '2024-11-08T11:54:17.041992Z', '2024-11-08T11:49:23.196856Z', '2024-11-08T11:29:49.392644Z']}"
40,2614,1NQU1S1T0RS_REBORN,"{'challenge_name': ['G3R4RDO.P', 'C0pyP4st3', 'Z3r0Byte', 'PGN Encryption', 'XOR 2: FibMODnacci', 'Trust in my calculator', 'Poke 0: Just Want a Totodile', 'Discord 2', 'Siem logger', 'Read the rules', 'Dude, where is my horse?', 'Debu... what?', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'T.E.G. 1: Hide and Seek', 'Onion login', 'Baby rev', 'Baguette Cipher', 'HTTP specialist', 'Discord 1', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Misc', 'Crypto', 'Misc', 'Beginner', 'Misc', 'Web', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Crypto', 'Beginner', 'Misc', 'Beginner', 'Beginner'], 'challenge_points': ['293', '100', '100', '100', '162', '205', '100', '454', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T02:53:56.459345Z', '2024-11-09T01:19:45.408949Z', '2024-11-08T22:48:36.794682Z', '2024-11-08T21:28:49.023429Z', '2024-11-08T21:25:56.929491Z', '2024-11-08T21:21:39.444068Z', '2024-11-08T21:03:28.910464Z', '2024-11-08T19:23:37.932706Z', '2024-11-08T19:07:35.523366Z', '2024-11-08T16:56:04.846606Z', '2024-11-08T16:49:13.472045Z', '2024-11-08T16:28:49.914321Z', '2024-11-08T14:26:17.637819Z', '2024-11-08T13:51:59.829943Z', '2024-11-08T12:11:15.188442Z', '2024-11-08T12:07:01.930936Z', '2024-11-08T11:42:26.414966Z', '2024-11-08T11:41:29.010749Z', '2024-11-08T11:24:13.126724Z']}"
41,2612,BIT,"{'challenge_name': ['BIT', 'Flag shop', 'XOR 2: FibMODnacci', 'Poke 2: Can you defeat Gary?', 'Warmup', 'Baby rev', 'Baguette Cipher', 'PGN Encryption', 'Discord 2', 'Discord 1', 'Read the rules', 'Trust in my calculator', 'Debu... what?', 'Onion login', 'Git 1: Baby', 'HTTP specialist', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Designer'], 'challenge_category': ['Pwn', 'Crypto', 'Reversing', 'Pwn', 'Reversing', 'Crypto', 'Misc', 'Misc', 'Misc', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['500', '100', '257', '100', '100', '100', '293', '162', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T16:12:03.580432Z', '2024-11-08T16:07:44.203197Z', '2024-11-08T15:55:46.717620Z', '2024-11-08T15:50:34.857337Z', '2024-11-08T15:30:15.066330Z', '2024-11-08T15:24:59.363209Z', '2024-11-08T15:14:42.719206Z', '2024-11-08T14:57:39.328439Z', '2024-11-08T14:52:57.706867Z', '2024-11-08T14:51:26.518977Z', '2024-11-08T14:32:27.732326Z', '2024-11-08T13:43:55.945358Z', '2024-11-08T13:28:26.488132Z', '2024-11-08T13:19:53.894628Z', '2024-11-08T13:16:46.800524Z', '2024-11-08T13:09:19.773066Z', '2024-11-08T13:04:33.150308Z', '2024-11-08T12:59:42.227397Z']}"
42,2601,Equipo Umizoomi,"{'challenge_name': ['western', 'HoneyClown', 'kiraaab', 'Hoffman99', 'MAGIC', 'Keita15', 'fershos', 'Read the rules', 'Git 2: Actions', 'This will make you ANGRy', 'Poke 2: Can you defeat Gary?', 'Packet Pursuit: The Forensic Odyssey', 'Warmup', 'Discord 1', 'Poke 0: Just Want a Totodile', 'Debu... what?', 'The biggest', 'XOR 2: FibMODnacci', 'Echoes of Wisdom', 'Discord 2', 'Trust in my calculator', 'Git 1: Baby', 'Baby rev', 'Designer'], 'challenge_category': ['Misc', 'Misc', 'Beginner', 'Reversing', 'Beginner', 'Pwn', 'Misc', 'Beginner', 'Beginner', 'Crypto', 'Crypto', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Reversing', 'Beginner'], 'challenge_points': ['100', '375', '232', '257', '100', '100', '100', '100', '100', '375', '100', '100', '162', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:36:11.539244Z', '2024-11-09T09:16:10.838791Z', '2024-11-09T08:52:47.323540Z', '2024-11-09T06:34:35.729537Z', '2024-11-09T06:34:11.227409Z', '2024-11-08T21:08:48.473433Z', '2024-11-08T20:22:59.071632Z', '2024-11-08T18:51:53.026162Z', '2024-11-08T18:42:57.716097Z', '2024-11-08T16:27:09.461112Z', '2024-11-08T16:03:53.791288Z', '2024-11-08T15:23:31.925592Z', '2024-11-08T14:51:03.337362Z', '2024-11-08T13:49:17.443168Z', '2024-11-08T13:00:52.420752Z', '2024-11-08T12:02:00.241071Z', '2024-11-08T11:19:03.475876Z']}"
43,2597,[placeholder],"{'challenge_name': ['[None]', 'Siem logger', 'The biggest', 'Baby rev', 'Poke 1: No again please', 'Onion login', 'T.E.G. 1: Hide and Seek', 'Poke 0: Just Want a Totodile', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Trust in my calculator', 'Read the rules', 'Discord 1', 'HTTP specialist', 'Git 1: Baby', 'Designer', 'XOR 2: FibMODnacci', 'RSA Keys'], 'challenge_category': ['Web', 'Crypto', 'Reversing', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Crypto', 'Crypto'], 'challenge_points': ['205', '375', '100', '257', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '460'], 'solve_time': ['2024-11-08T14:51:31.239241Z', '2024-11-08T14:25:32.178190Z', '2024-11-08T14:17:29.130783Z', '2024-11-08T14:02:21.295028Z', '2024-11-08T13:50:56.200274Z', '2024-11-08T13:48:23.022490Z', '2024-11-08T13:43:43.575041Z', '2024-11-08T13:05:21.795340Z', '2024-11-08T12:58:41.435336Z', '2024-11-08T12:29:59.735575Z', '2024-11-08T12:25:12.672055Z', '2024-11-08T12:13:10.431724Z', '2024-11-08T12:11:52.583733Z', '2024-11-08T12:06:43.962473Z', '2024-11-08T12:05:21.583256Z', '2024-11-08T12:04:42.923825Z', '2024-11-08T11:36:29.643089Z']}"
44,2596,CtrlAltMiau,"{'challenge_name': ['AlexiOS', 'ryzsard', 'Penguinator', 'Kaymiau', 'FerGo', 'Asylius', 'piratecode:)', 'Subakemi', 'XOR 2: FibMODnacci', 'Baby rev', 'Dude, where is my horse?', 'Debu... what?', 'Trust in my calculator', 'Poke 0: Just Want a Totodile', 'Discord 2', 'Discord 1', 'Onion login', 'Siem logger', 'Git 1: Baby', 'T.E.G. 1: Hide and Seek', 'Baguette Cipher', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'The biggest', 'Designer', 'HTTP specialist'], 'challenge_category': ['Crypto', 'Reversing', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Web', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '454', '100', '100', '100', '162', '100', '100', '205', '100', '100', '100', '100', '100', '375', '100', '100'], 'solve_time': ['2024-11-09T01:24:56.158407Z', '2024-11-08T16:47:35.972932Z', '2024-11-08T16:38:36.900710Z', '2024-11-08T16:01:42.323320Z', '2024-11-08T14:56:00.147729Z', '2024-11-08T14:37:13.483896Z', '2024-11-08T13:53:38.826799Z', '2024-11-08T13:38:02.917279Z', '2024-11-08T13:28:30.787750Z', '2024-11-08T13:26:26.921958Z', '2024-11-08T12:58:55.500651Z', '2024-11-08T12:58:29.835733Z', '2024-11-08T12:53:00.842743Z', '2024-11-08T12:50:18.162135Z', '2024-11-08T12:49:16.258999Z', '2024-11-08T12:19:05.435835Z', '2024-11-08T11:50:18.238651Z', '2024-11-08T11:28:54.651008Z']}"
45,2511,Pr1sm4,"{'challenge_name': ['n1hil', 'HeG', 'nicoHova', 'Flag shop', 'Poke 1: No again please', 'T.E.G. 1: Hide and Seek', 'Poke 3: What the hell?', 'Trust in my calculator', 'Packet Pursuit: The Forensic Odyssey', 'Discord 1', 'Baguette Cipher', 'Poke 0: Just Want a Totodile', 'Warmup', 'Echoes of Wisdom', 'HTTP specialist', 'Git 1: Baby', 'Designer', 'Onion login', 'Discord 2'], 'challenge_category': ['Pwn', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Misc', 'Crypto', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['500', '257', '100', '392', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '162'], 'solve_time': ['2024-11-08T20:49:04.040685Z', '2024-11-08T20:30:56.929536Z', '2024-11-08T20:12:24.902138Z', '2024-11-08T20:06:07.181831Z', '2024-11-08T19:31:21.743676Z', '2024-11-08T19:29:07.218643Z', '2024-11-08T18:37:41.486027Z', '2024-11-08T16:32:21.153621Z', '2024-11-08T16:25:58.318474Z', '2024-11-08T15:55:59.320561Z', '2024-11-08T15:13:17.356299Z', '2024-11-08T15:06:29.334606Z', '2024-11-08T15:01:39.427726Z', '2024-11-08T14:38:13.614544Z', '2024-11-08T14:10:57.403472Z', '2024-11-08T14:00:42.249046Z']}"
46,2504,CryptoKobolds,"{'challenge_name': ['KarpatenWilli', 'Imnotsleepinganymore', 'Last0xygen', 'Discord 2', 'Warmup', 'Baby rev', 'Read the rules', 'Baguette Cipher', 'Onion login', 'Poke 0: Just Want a Totodile', 'HTTP specialist', 'Debu... what?', 'Poke 3: What the hell?', 'Poke 1: No again please', 'T.E.G. 1: Hide and Seek', 'PGN Encryption', 'Discord 1', 'Packet Pursuit: The Forensic Odyssey', 'Git 1: Baby', 'Trust in my calculator', 'Designer'], 'challenge_category': ['Misc', 'Pwn', 'Reversing', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Beginner'], 'challenge_points': ['162', '100', '100', '100', '100', '100', '100', '100', '100', '392', '257', '100', '293', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:58:48.254661Z', '2024-11-09T10:52:53.909435Z', '2024-11-09T10:46:42.653647Z', '2024-11-09T10:44:50.984903Z', '2024-11-09T10:40:34.495129Z', '2024-11-09T10:38:12.318970Z', '2024-11-09T10:34:24.573670Z', '2024-11-09T10:32:30.473575Z', '2024-11-09T10:29:23.367077Z', '2024-11-09T10:21:54.714224Z', '2024-11-09T09:39:57.869166Z', '2024-11-09T01:29:08.744636Z', '2024-11-08T21:13:22.320633Z', '2024-11-08T20:32:10.429974Z', '2024-11-08T18:51:02.602780Z', '2024-11-08T18:42:33.001132Z', '2024-11-08T18:23:06.085725Z', '2024-11-08T16:54:49.231781Z']}"
47,2430,seclzi,"{'challenge_name': ['seclzi', 'PGN Encryption', 'HTTP specialist', 'This will make you ANGRy', 'Siem logger', 'Flag shop', 'Trust in my calculator', 'T.E.G. 1: Hide and Seek', 'XOR 2: FibMODnacci', 'Debu... what?', 'Echoes of Wisdom', 'Warmup', 'Packet Pursuit: The Forensic Odyssey', 'Discord 1', 'Git 1: Baby', 'Designer', 'Baby rev'], 'challenge_category': ['Misc', 'Beginner', 'Beginner', 'Web', 'Pwn', 'Misc', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Reversing'], 'challenge_points': ['293', '100', '232', '205', '500', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T04:22:35.636913Z', '2024-11-09T03:54:22.236423Z', '2024-11-09T03:41:12.409911Z', '2024-11-09T03:14:50.838951Z', '2024-11-09T02:08:56.562315Z', '2024-11-09T01:43:43.235569Z', '2024-11-09T01:23:44.437751Z', '2024-11-09T01:12:16.272325Z', '2024-11-09T00:59:54.822411Z', '2024-11-09T00:41:02.389834Z', '2024-11-09T00:21:15.512698Z', '2024-11-09T00:09:39.064478Z', '2024-11-08T15:02:32.512018Z', '2024-11-08T14:52:42.958904Z', '2024-11-08T14:51:46.853198Z', '2024-11-08T14:50:59.152045Z']}"
48,2385,play,"{'challenge_name': ['play', 'Poke 1: No again please', 'Poke 0: Just Want a Totodile', 'This will make you ANGRy', 'Onion login', 'August memories', 'XOR 2: FibMODnacci', 'Echoes of Wisdom', 'Baguette Cipher', 'Baby rev', 'Read the rules', 'Discord 1', 'Debu... what?', 'T.E.G. 1: Hide and Seek', 'Packet Pursuit: The Forensic Odyssey', 'Git 1: Baby', 'HTTP specialist', 'Designer'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Beginner', 'Forensics', 'Crypto', 'Beginner', 'Crypto', 'Reversing', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['257', '100', '232', '100', '496', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T18:34:06.171387Z', '2024-11-08T18:17:44.564919Z', '2024-11-08T18:05:52.360275Z', '2024-11-08T17:58:33.641447Z', '2024-11-08T17:15:01.613467Z', '2024-11-08T15:41:42.482549Z', '2024-11-08T15:35:57.420619Z', '2024-11-08T15:24:24.394792Z', '2024-11-08T14:38:10.477473Z', '2024-11-08T14:32:43.435541Z', '2024-11-08T14:28:45.724438Z', '2024-11-08T14:07:15.674835Z', '2024-11-08T13:58:38.684386Z', '2024-11-08T13:54:45.012069Z', '2024-11-08T13:42:39.120586Z', '2024-11-08T13:37:51.885443Z', '2024-11-08T13:31:37.815393Z']}"
49,2362,Cicada3301,"{'challenge_name': ['D4rkY@el', 'Dankbian', 'gael9905', 'lalo12cat', 'Griss', 'Jitem', 'RafaelAlejandro23', 'Poke 0: Just Want a Totodile', 'Debu... what?', 'Trust in my calculator', 'PGN Encryption', 'This will make you ANGRy', 'T.E.G. 1: Hide and Seek', 'Baby rev', 'Git 2: Actions', 'Packet Pursuit: The Forensic Odyssey', 'Onion login', 'Baguette Cipher', 'Discord 2', 'HTTP specialist', 'Git 1: Baby', 'Designer', 'Echoes of Wisdom', 'Discord 1'], 'challenge_category': ['Beginner', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Reversing', 'Misc', 'Beginner', 'Beginner', 'Crypto', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '293', '232', '100', '100', '375', '100', '100', '100', '162', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T05:18:05.050254Z', '2024-11-09T03:49:52.584901Z', '2024-11-09T03:38:29.420038Z', '2024-11-09T03:07:06.359734Z', '2024-11-09T01:30:32.832958Z', '2024-11-09T00:37:53.172658Z', '2024-11-09T00:04:39.279923Z', '2024-11-08T23:00:56.834646Z', '2024-11-08T22:57:55.087072Z', '2024-11-08T22:17:13.689852Z', '2024-11-08T21:55:28.419281Z', '2024-11-08T20:39:13.716620Z', '2024-11-08T15:16:23.964127Z', '2024-11-08T14:44:34.129990Z', '2024-11-08T14:17:33.189732Z', '2024-11-08T13:48:43.861085Z', '2024-11-08T12:17:24.244742Z']}"
50,2358,Gogi,"{'challenge_name': ['ghir0', 'XOR 3: Bugbounty description', 'XOR 4: Xormaster', 'Not Confusion', 'RSA Keys', 'XOR 2: FibMODnacci', 'The biggest'], 'challenge_category': ['Crypto', 'Crypto', 'Crypto', 'Crypto', 'Crypto', 'Crypto'], 'challenge_points': ['423', '500', '500', '460', '100', '375'], 'solve_time': ['2024-11-08T16:57:55.703823Z', '2024-11-08T16:38:16.903016Z', '2024-11-08T15:34:32.107305Z', '2024-11-08T14:47:57.035799Z', '2024-11-08T14:31:23.746169Z', '2024-11-08T14:15:48.213938Z']}"
51,2289,Davidpb,"{'challenge_name': ['Davidpb', 'Flag shop', 'Warmup', 'T.E.G. 1: Hide and Seek', 'Debu... what?', 'This will make you ANGRy', 'Packet Pursuit: The Forensic Odyssey', 'Poke 0: Just Want a Totodile', 'Echoes of Wisdom', 'Trust in my calculator', 'Read the rules', 'HTTP specialist', 'Git 1: Baby', 'Designer', 'Discord 1', 'Poke 2: Can you defeat Gary?', 'Baby rev'], 'challenge_category': ['Pwn', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Reversing', 'Reversing'], 'challenge_points': ['500', '100', '100', '100', '232', '100', '100', '100', '100', '100', '100', '100', '100', '100', '257', '100'], 'solve_time': ['2024-11-08T13:01:39.296447Z', '2024-11-08T12:56:01.349112Z', '2024-11-08T12:26:28.478868Z', '2024-11-08T12:20:07.539985Z', '2024-11-08T12:12:03.198227Z', '2024-11-08T12:07:44.320345Z', '2024-11-08T12:00:15.037849Z', '2024-11-08T11:56:12.882921Z', '2024-11-08T11:53:07.970805Z', '2024-11-08T11:49:24.190031Z', '2024-11-08T11:39:23.503471Z', '2024-11-08T11:32:43.589368Z', '2024-11-08T11:32:08.290773Z', '2024-11-08T11:24:34.667891Z', '2024-11-08T11:21:17.834544Z', '2024-11-08T11:02:26.682465Z']}"
52,2194,iaccep,"{'challenge_name': ['iaccep', 'Baguette Cipher', 'Flag shop', 'Debu... what?', 'Trust in my calculator', 'Discord 2', 'Discord 1', 'Warmup', 'Onion login', 'T.E.G. 1: Hide and Seek', 'Poke 0: Just Want a Totodile', 'Baby rev', 'This will make you ANGRy', 'Echoes of Wisdom', 'Designer', 'Git 1: Baby', 'HTTP specialist'], 'challenge_category': ['Crypto', 'Pwn', 'Beginner', 'Misc', 'Misc', 'Misc', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '500', '100', '100', '162', '100', '100', '100', '100', '100', '100', '232', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T00:40:03.143768Z', '2024-11-09T00:33:46.927458Z', '2024-11-08T23:30:12.390336Z', '2024-11-08T23:15:42.014430Z', '2024-11-08T20:42:21.744504Z', '2024-11-08T20:27:23.488243Z', '2024-11-08T20:24:48.490528Z', '2024-11-08T19:24:43.882202Z', '2024-11-08T19:10:40.102563Z', '2024-11-08T19:03:12.213902Z', '2024-11-08T19:00:50.657910Z', '2024-11-08T14:08:09.059194Z', '2024-11-08T13:21:21.780164Z', '2024-11-08T12:58:55.085909Z', '2024-11-08T12:57:54.679971Z', '2024-11-08T12:56:05.309057Z']}"
53,2064,FCCPC,"{'challenge_name': ['ponyopoppo', 'Poke 0: Just Want a Totodile', 'Onion login', 'Packet Pursuit: The Forensic Odyssey', 'Read the rules', 'Discord 1', 'Baguette Cipher', 'Git 1: Baby', 'HTTP specialist', 'Designer', 'TokyoBento', 'Siem logger', 'Open Googler'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Web', 'Web', 'Web'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '499', '205', '460'], 'solve_time': ['2024-11-08T15:39:53.024731Z', '2024-11-08T15:34:45.678447Z', '2024-11-08T15:13:39.870475Z', '2024-11-08T15:07:47.894388Z', '2024-11-08T14:37:33.093919Z', '2024-11-08T14:34:18.940203Z', '2024-11-08T13:44:13.453376Z', '2024-11-08T13:44:01.788772Z', '2024-11-08T13:43:29.446436Z', '2024-11-08T13:23:42.254704Z', '2024-11-08T13:11:54.567171Z', '2024-11-08T12:57:12.635457Z']}"
54,1880,Execut3,"{'challenge_name': ['Execut3', 'Siem logger', 'XOR 2: FibMODnacci', 'Git 2: Actions', 'Trust in my calculator', 'Baby rev', 'Warmup', 'Debu... what?', 'T.E.G. 1: Hide and Seek', 'Poke 0: Just Want a Totodile', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Git 1: Baby', 'HTTP specialist', 'Discord 1', 'Designer'], 'challenge_category': ['Web', 'Crypto', 'Misc', 'Misc', 'Reversing', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner'], 'challenge_points': ['205', '100', '375', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T00:25:34.071568Z', '2024-11-08T19:40:29.841939Z', '2024-11-08T16:38:12.941542Z', '2024-11-08T15:23:33.912662Z', '2024-11-08T15:12:18.250045Z', '2024-11-08T15:02:11.847790Z', '2024-11-08T14:39:43.813136Z', '2024-11-08T14:31:01.017417Z', '2024-11-08T14:27:56.930904Z', '2024-11-08T14:16:58.908617Z', '2024-11-08T14:12:36.524910Z', '2024-11-08T14:12:28.729030Z', '2024-11-08T14:12:21.094269Z', '2024-11-08T14:12:12.110673Z', '2024-11-08T14:11:55.103819Z']}"
55,1855,ITV,"{'challenge_name': ['Vagrancy0137', 'TaylorBrennan', 'Bapannarama', 'Trust in my calculator', 'The biggest', 'Git 2: Actions', 'Siem logger', 'Warmup', 'Read the rules', 'Debu... what?', 'Onion login', 'Echoes of Wisdom', 'HTTP specialist', 'Designer', 'Git 1: Baby'], 'challenge_category': ['Misc', 'Crypto', 'Misc', 'Web', 'Pwn', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '375', '375', '205', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T21:20:43.301424Z', '2024-11-08T20:54:56.398811Z', '2024-11-08T17:15:44.397175Z', '2024-11-08T16:24:49.688992Z', '2024-11-08T15:14:31.795220Z', '2024-11-08T14:56:22.738828Z', '2024-11-08T14:23:35.629789Z', '2024-11-08T13:30:40.838867Z', '2024-11-08T13:11:39.424080Z', '2024-11-08T12:06:46.588837Z', '2024-11-08T11:22:44.570236Z', '2024-11-08T11:04:11.526098Z']}"
56,1842,BaCsirt,"{'challenge_name': ['Beto', 'mbsclarandi', 'jeiipi', 'JSP', 'Aly', 'mm22', 'Poke 0: Just Want a Totodile', 'Poke 3: What the hell?', 'Poke 1: No again please', 'PGN Encryption', 'Echoes of Wisdom', 'Discord 1', 'Git 1: Baby', 'Onion login', 'T.E.G. 1: Hide and Seek', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'Designer'], 'challenge_category': ['Beginner', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '392', '257', '293', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T23:14:39.926894Z', '2024-11-08T17:38:26.196491Z', '2024-11-08T16:35:02.462239Z', '2024-11-08T14:45:40.974856Z', '2024-11-08T12:49:45.999499Z', '2024-11-08T12:32:37.262999Z', '2024-11-08T12:25:36.572461Z', '2024-11-08T12:14:38.898258Z', '2024-11-08T12:04:02.909627Z', '2024-11-08T11:40:24.651025Z', '2024-11-08T11:36:11.726760Z', '2024-11-08T11:17:07.645226Z']}"
57,1785,naabu,"{'challenge_name': ['naabu', 'XOR 3: Bugbounty description', 'Baguette Cipher', 'Discord 2', 'Onion login', 'Poke 0: Just Want a Totodile', 'Trust in my calculator', 'Discord 1', 'HTTP specialist', 'Packet Pursuit: The Forensic Odyssey', 'XOR 2: FibMODnacci', 'Warmup', 'Baby rev', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Crypto', 'Crypto', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Crypto', 'Pwn', 'Reversing', 'Beginner', 'Beginner'], 'challenge_points': ['423', '100', '162', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T05:21:00.990901Z', '2024-11-09T01:59:51.144003Z', '2024-11-09T01:44:34.640845Z', '2024-11-09T01:32:58.822452Z', '2024-11-09T00:35:45.466997Z', '2024-11-08T22:22:58.007278Z', '2024-11-08T22:11:17.550213Z', '2024-11-08T19:27:01.338882Z', '2024-11-08T19:08:09.595678Z', '2024-11-08T14:49:51.823113Z', '2024-11-08T12:16:14.516234Z', '2024-11-08T11:57:00.259964Z', '2024-11-08T11:44:29.172408Z', '2024-11-08T11:40:46.766659Z']}"
