Position,points,name,challenge
11,5496,JordanSec,"{'challenge_name': ['JordanSec', 'Dude, where is my horse?', 'Git 2: Actions', 'Siem logger', 'Poke 3: What the hell?', 'Poke 1: No again please', 'The biggest', 'Onion login', 'Hamparte Artist', 'Poke 0: Just Want a Totodile', 'August memories', 'Read the rules', 'Debu... what?', 'Echoes of Wisdom', 'PGN Encryption', 'Trust in my calculator', 'Packet Pursuit: The Forensic Odyssey', 'Warmup', 'XOR 3: Bugbounty description', 'Discord 2', 'XOR 2: FibMODnacci', 'Git 1: Baby', 'T.E.G. 1: Hide and Seek', 'HTTP specialist', 'Designer', 'Baby rev', 'Discord 1', 'Baguette Cipher'], 'challenge_category': ['Beginner', 'Misc', 'Web', 'Misc', 'Beginner', 'Crypto', 'Beginner', 'Forensics', 'Beginner', 'Forensics', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Pwn', 'Crypto', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Misc', 'Crypto'], 'challenge_points': ['454', '375', '205', '392', '257', '375', '100', '464', '100', '496', '100', '100', '100', '293', '100', '100', '100', '423', '162', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T19:30:06.684123Z', '2024-11-08T18:58:17.137411Z', '2024-11-08T18:32:33.270285Z', '2024-11-08T18:23:34.241683Z', '2024-11-08T16:57:53.355914Z', '2024-11-08T16:08:27.926099Z', '2024-11-08T16:04:39.397220Z', '2024-11-08T16:03:52.891915Z', '2024-11-08T15:51:02.107950Z', '2024-11-08T15:41:25.983508Z', '2024-11-08T15:30:55.355044Z', '2024-11-08T15:12:31.155095Z', '2024-11-08T14:24:57.559853Z', '2024-11-08T14:16:10.678022Z', '2024-11-08T14:11:54.297443Z', '2024-11-08T13:37:49.874691Z', '2024-11-08T13:36:25.142056Z', '2024-11-08T13:28:41.434633Z', '2024-11-08T13:28:35.654774Z', '2024-11-08T13:20:03.635450Z', '2024-11-08T12:58:52.506057Z', '2024-11-08T12:57:09.335197Z', '2024-11-08T12:46:59.648096Z', '2024-11-08T12:40:50.123628Z', '2024-11-08T12:39:23.331575Z', '2024-11-08T12:30:31.370732Z', '2024-11-08T12:29:35.071294Z']}"
12,5464,CSU_c00k13s_0r_p1c4r4s,"{'challenge_name': ['xpnt', 'Zeth4', 'zHydra7', 'R3dJh0n', 'fxsociety', 'S0mm3', 'Git 2: Actions', 'Hamparte Artist', 'Poke 2: Can you defeat Gary?', 'The biggest', 'Flag shop', 'XOR 2: FibMODnacci', 'XOR 3: Bugbounty description', 'Dude, where is my horse?', 'Poke 3: What the hell?', 'Read the rules', 'Warmup', 'Onion login', 'Trust in my calculator', 'Discord 2', 'Poke 0: Just Want a Totodile', 'Echoes of Wisdom', 'T.E.G. 1: Hide and Seek', 'Poke 1: No again please', 'Baguette Cipher', 'Debu... what?', 'Baby rev', 'Siem logger', 'Git 1: Baby', 'Packet Pursuit: The Forensic Odyssey', 'Designer', 'HTTP specialist', 'Discord 1'], 'challenge_category': ['Misc', 'Forensics', 'Reversing', 'Crypto', 'Pwn', 'Crypto', 'Crypto', 'Beginner', 'Misc', 'Misc', 'Pwn', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Reversing', 'Web', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['375', '464', '257', '375', '500', '100', '423', '454', '392', '100', '100', '100', '100', '162', '100', '100', '100', '257', '100', '100', '100', '205', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T06:26:06.773190Z', '2024-11-09T03:47:03.405667Z', '2024-11-08T22:31:37.915603Z', '2024-11-08T22:03:00.112359Z', '2024-11-08T21:26:55.626830Z', '2024-11-08T20:27:08.158668Z', '2024-11-08T20:13:44.271048Z', '2024-11-08T18:38:48.388923Z', '2024-11-08T15:25:10.794182Z', '2024-11-08T14:19:54.407882Z', '2024-11-08T14:19:52.120356Z', '2024-11-08T14:08:44.221011Z', '2024-11-08T13:59:12.537469Z', '2024-11-08T13:57:48.516312Z', '2024-11-08T13:51:59.578435Z', '2024-11-08T13:45:39.303753Z', '2024-11-08T13:40:57.084000Z', '2024-11-08T13:35:38.411093Z', '2024-11-08T12:58:35.594785Z', '2024-11-08T12:21:49.888545Z', '2024-11-08T12:11:54.530939Z', '2024-11-08T12:09:49.746799Z', '2024-11-08T11:58:21.617647Z', '2024-11-08T11:55:21.802520Z', '2024-11-08T11:41:40.466727Z', '2024-11-08T11:40:20.758480Z', '2024-11-08T11:05:35.440602Z']}"
13,5224,ICC UH,"{'challenge_name': ['ziru', 'ztz0', 'SiapaNih', 'xcaliburone g00se', 'demon1 slebew', 'EoNZ', 'denzels', 'Mage', 'Don Neto', 'enter', 'Ulil', 'Muri', 'Xylnce', 'um', '48Zee.teknik', 'traxx', 'Poke 1: No again please', 'This will make you ANGRy', 'Discord 2', 'Git 2: Actions', 'Flag shop', 'Trust in my calculator', 'Warmup', 'Poke 2: Can you defeat Gary?', 'XOR 3: Bugbounty description', 'XOR 2: FibMODnacci', 'PGN Encryption', 'Baguette Cipher', 'RSA Keys', 'Read the rules', 'Debu... what?', 'T.E.G. 1: Hide and Seek', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Git 1: Baby', 'Open Googler', 'Baby rev', 'Siem logger', 'Discord 1', 'Poke 0: Just Want a Totodile', 'Designer', 'Onion login', 'HTTP specialist'], 'challenge_category': ['Beginner', 'Beginner', 'Misc', 'Misc', 'Pwn', 'Misc', 'Pwn', 'Reversing', 'Crypto', 'Crypto', 'Misc', 'Crypto', 'Crypto', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Web', 'Reversing', 'Web', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['257', '232', '162', '375', '500', '100', '100', '257', '423', '100', '293', '100', '460', '100', '100', '100', '100', '100', '100', '460', '100', '205', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T09:33:43.690487Z', '2024-11-09T06:28:37.469789Z', '2024-11-09T04:16:14.059786Z', '2024-11-09T03:10:18.115189Z', '2024-11-08T21:17:07.012202Z', '2024-11-08T20:56:10.407521Z', '2024-11-08T20:44:26.994438Z', '2024-11-08T20:33:10.731076Z', '2024-11-08T18:53:17.032746Z', '2024-11-08T17:19:35.084563Z', '2024-11-08T16:13:43.453485Z', '2024-11-08T15:45:21.401859Z', '2024-11-08T15:43:26.886924Z', '2024-11-08T15:28:11.591571Z', '2024-11-08T15:04:18.484925Z', '2024-11-08T14:43:25.904701Z', '2024-11-08T14:40:30.731161Z', '2024-11-08T14:28:42.919550Z', '2024-11-08T14:03:41.104795Z', '2024-11-08T14:00:58.874476Z', '2024-11-08T12:44:41.164237Z', '2024-11-08T12:34:11.360683Z', '2024-11-08T12:25:17.092576Z', '2024-11-08T12:17:10.924770Z', '2024-11-08T12:08:50.806614Z', '2024-11-08T12:07:18.157756Z', '2024-11-08T11:59:23.040175Z']}"
14,5168,ABTI,"{'challenge_name': ['hanz', 'TokyoBento', 'Poke 1: No again please', 'T.E.G. 1: Hide and Seek', 'Dude, where is my horse?', 'Poke 2: Can you defeat Gary?', 'PGN Encryption', 'XOR 2: FibMODnacci', 'This will make you ANGRy', 'Git 3: Forks', 'Siem logger', 'Debu... what?', 'Packet Pursuit: The Forensic Odyssey', 'Read the rules', 'Warmup', 'Flag shop', 'Git 2: Actions', 'Poke 0: Just Want a Totodile', 'Trust in my calculator', 'Onion login', 'Baguette Cipher', 'Echoes of Wisdom', 'Baby rev', 'Git 1: Baby', 'HTTP specialist', 'Discord 1', 'Designer'], 'challenge_category': ['Web', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Misc', 'Crypto', 'Beginner', 'Misc', 'Web', 'Beginner', 'Beginner', 'Misc', 'Pwn', 'Pwn', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Crypto', 'Beginner', 'Reversing', 'Beginner', 'Beginner', 'Misc', 'Beginner'], 'challenge_points': ['499', '257', '100', '454', '257', '293', '100', '232', '496', '205', '100', '100', '100', '100', '500', '375', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T08:14:57.448457Z', '2024-11-09T03:52:39.082853Z', '2024-11-08T20:07:23.704694Z', '2024-11-08T20:04:50.753762Z', '2024-11-08T20:03:55.540071Z', '2024-11-08T19:32:08.557121Z', '2024-11-08T19:14:18.049107Z', '2024-11-08T19:10:57.723488Z', '2024-11-08T18:43:54.980563Z', '2024-11-08T17:35:06.716987Z', '2024-11-08T17:29:01.494496Z', '2024-11-08T17:25:14.718617Z', '2024-11-08T17:02:10.836645Z', '2024-11-08T16:33:30.118140Z', '2024-11-08T16:19:27.026579Z', '2024-11-08T16:07:59.492092Z', '2024-11-08T15:58:23.692261Z', '2024-11-08T15:52:35.968908Z', '2024-11-08T15:47:15.560825Z', '2024-11-08T15:26:28.085821Z', '2024-11-08T15:20:53.106596Z', '2024-11-08T14:46:51.099438Z', '2024-11-08T14:43:46.609609Z', '2024-11-08T14:42:32.680194Z', '2024-11-08T14:39:30.740046Z', '2024-11-08T14:37:46.148205Z']}"
15,5156,"{{""win""*100}}","{'challenge_name': ['ctfuci', 'Dante Veil', 'bear20xx', 'Incursio', 'DarK.GhosT', 'fsi', 'Poke 3: What the hell?', 'Poke 1: No again please', 'PGN Encryption', 'Poke 2: Can you defeat Gary?', 'Siem logger', 'Flag shop', 'Onion login', 'Poke 0: Just Want a Totodile', 'Read the rules', 'Discord 2', 'This will make you ANGRy', 'Trust in my calculator', 'Debu... what?', 'T.E.G. 1: Hide and Seek', 'XOR 3: Bugbounty description', 'Packet Pursuit: The Forensic Odyssey', 'RSA Keys', 'Echoes of Wisdom', 'HTTP specialist', 'The biggest', 'Baby rev', 'Warmup', 'XOR 2: FibMODnacci', 'Baguette Cipher', 'Git 1: Baby', 'Designer', 'Discord 1'], 'challenge_category': ['Misc', 'Beginner', 'Misc', 'Reversing', 'Web', 'Pwn', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Crypto', 'Reversing', 'Pwn', 'Crypto', 'Crypto', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['392', '257', '293', '257', '205', '500', '100', '100', '100', '162', '232', '100', '100', '100', '423', '100', '460', '100', '100', '375', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T08:33:41.235963Z', '2024-11-09T01:49:06.691981Z', '2024-11-09T01:18:42.112441Z', '2024-11-09T00:42:31.162261Z', '2024-11-08T23:10:59.902941Z', '2024-11-08T23:07:48.095281Z', '2024-11-08T19:53:21.511759Z', '2024-11-08T19:37:58.441429Z', '2024-11-08T19:22:07.288772Z', '2024-11-08T18:32:30.951814Z', '2024-11-08T18:09:57.787640Z', '2024-11-08T17:52:34.456398Z', '2024-11-08T17:52:11.548140Z', '2024-11-08T17:20:38.223300Z', '2024-11-08T15:20:31.876800Z', '2024-11-08T14:47:17.751280Z', '2024-11-08T14:26:59.546733Z', '2024-11-08T12:45:48.619553Z', '2024-11-08T12:16:20.287736Z', '2024-11-08T12:14:02.550131Z', '2024-11-08T12:06:29.399179Z', '2024-11-08T12:01:34.373999Z', '2024-11-08T11:41:06.671399Z', '2024-11-08T11:20:38.729983Z', '2024-11-08T11:15:08.754715Z', '2024-11-08T11:07:59.824695Z', '2024-11-08T11:07:13.166537Z']}"
16,5102,La parca colombiana,"{'challenge_name': ['GhostofAstaroth', 'psga', 'oramirezl', 'regadito', 'GerarC', 'dagon', 'ak-47', 'adrienmorin', 'k4lixscr0uge', 'Thegoodfathar', 'The biggest', 'Git 2: Actions', 'PGN Encryption', 'This will make you ANGRy', 'T.E.G. 1: Hide and Seek', 'Poke 3: What the hell?', 'XOR 2: FibMODnacci', 'Poke 1: No again please', 'Siem logger', 'Debu... what?', 'Poke 0: Just Want a Totodile', 'Dude, where is my horse?', 'Baguette Cipher', 'Discord 2', 'Flag shop', 'Trust in my calculator', 'Discord 1', 'Packet Pursuit: The Forensic Odyssey', 'Poke 2: Can you defeat Gary?', 'Read the rules', 'Warmup', 'Echoes of Wisdom', 'Onion login', 'HTTP specialist', 'Baby rev', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Crypto', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Crypto', 'Beginner', 'Web', 'Beginner', 'Beginner', 'Beginner', 'Crypto', 'Misc', 'Pwn', 'Misc', 'Misc', 'Beginner', 'Reversing', 'Misc', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Beginner'], 'challenge_points': ['375', '375', '293', '232', '100', '392', '100', '257', '205', '100', '100', '454', '100', '162', '500', '100', '100', '100', '257', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T06:14:51.180360Z', '2024-11-09T03:11:00.137788Z', '2024-11-09T01:00:12.053223Z', '2024-11-08T22:35:59.799068Z', '2024-11-08T17:46:45.012821Z', '2024-11-08T17:39:39.109869Z', '2024-11-08T17:06:38.097366Z', '2024-11-08T16:54:12.907648Z', '2024-11-08T16:43:07.572007Z', '2024-11-08T16:24:35.283035Z', '2024-11-08T16:02:59.233693Z', '2024-11-08T15:51:00.356932Z', '2024-11-08T15:18:20.137997Z', '2024-11-08T15:14:50.196625Z', '2024-11-08T15:05:59.048984Z', '2024-11-08T14:05:13.960098Z', '2024-11-08T13:59:31.926872Z', '2024-11-08T13:43:32.835304Z', '2024-11-08T13:29:42.149491Z', '2024-11-08T13:02:49.529412Z', '2024-11-08T12:55:10.257510Z', '2024-11-08T12:28:10.389777Z', '2024-11-08T12:11:17.397715Z', '2024-11-08T12:06:57.146701Z', '2024-11-08T11:35:07.107376Z', '2024-11-08T11:32:56.432167Z', '2024-11-08T11:32:08.023476Z']}"
17,5027,bi0sblr,"{'challenge_name': ['bi0sblr', 'mallakh', 'Agerarsr', 'sahith', 'XOR 3: Bugbounty description', 'Poke 0: Just Want a Totodile', 'The biggest', 'XOR 2: FibMODnacci', 'Onion login', 'Poke 3: What the hell?', 'Poke 1: No again please', 'Flag shop', 'Discord 2', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'Trust in my calculator', 'Dude, where is my horse?', 'T.E.G. 1: Hide and Seek', 'Debu... what?', 'Read the rules', 'Baguette Cipher', 'Warmup', 'Git 2: Actions', 'This will make you ANGRy', 'Baby rev', 'Discord 1', 'Poke 2: Can you defeat Gary?', 'Designer', 'Git 1: Baby'], 'challenge_category': ['Crypto', 'Beginner', 'Crypto', 'Crypto', 'Beginner', 'Misc', 'Beginner', 'Pwn', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Crypto', 'Pwn', 'Misc', 'Beginner', 'Reversing', 'Misc', 'Reversing', 'Beginner', 'Beginner'], 'challenge_points': ['423', '100', '375', '100', '100', '392', '257', '500', '162', '100', '100', '100', '100', '454', '100', '100', '100', '100', '100', '375', '232', '100', '100', '257', '100', '100'], 'solve_time': ['2024-11-09T06:51:35.101322Z', '2024-11-08T16:49:03.477496Z', '2024-11-08T16:28:45.619719Z', '2024-11-08T16:12:58.517196Z', '2024-11-08T16:05:11.119392Z', '2024-11-08T15:54:41.051769Z', '2024-11-08T14:18:17.976627Z', '2024-11-08T13:45:32.397927Z', '2024-11-08T13:25:26.593523Z', '2024-11-08T13:09:21.016386Z', '2024-11-08T12:59:53.842941Z', '2024-11-08T12:55:49.156749Z', '2024-11-08T12:53:57.712590Z', '2024-11-08T12:38:41.001719Z', '2024-11-08T12:30:41.136908Z', '2024-11-08T12:12:45.243788Z', '2024-11-08T12:11:34.842207Z', '2024-11-08T12:06:19.700978Z', '2024-11-08T11:53:26.823073Z', '2024-11-08T11:39:15.125136Z', '2024-11-08T11:33:16.321676Z', '2024-11-08T11:31:26.444129Z', '2024-11-08T11:23:57.133550Z', '2024-11-08T11:15:55.315655Z', '2024-11-08T11:14:56.472761Z', '2024-11-08T11:02:51.751034Z']}"
18,4981,HawksUV,"{'challenge_name': ['AgathaDefender', 'Benny-RR', 'RaiderzVC', 'dqniel78', 'mooncherry', 'WarmJONJON231', 'Turque_2000', 'Wizard', 'dasebaztian', 'DJ AK', 'Ballenin', 'duvalinrj', 'IsaLC12', 'Juanperez', 'Monkey D. Cat', 'avx', 'This will make you ANGRy', 'XOR 3: Bugbounty description', 'Flag shop', 'T.E.G. 2: Waiting for a player', 'Baguette Cipher', 'The biggest', 'Warmup', 'Discord 2', 'Poke 3: What the hell?', 'T.E.G. 1: Hide and Seek', 'XOR 2: FibMODnacci', 'Poke 0: Just Want a Totodile', 'Poke 2: Can you defeat Gary?', 'Onion login', 'Debu... what?', 'Packet Pursuit: The Forensic Odyssey', 'PGN Encryption', 'Poke 1: No again please', 'Read the rules', 'Echoes of Wisdom', 'Trust in my calculator', 'HTTP specialist', 'Designer', 'Discord 1', 'Baby rev', 'Git 1: Baby'], 'challenge_category': ['Beginner', 'Crypto', 'Pwn', 'Misc', 'Crypto', 'Crypto', 'Pwn', 'Misc', 'Misc', 'Beginner', 'Crypto', 'Beginner', 'Reversing', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Reversing', 'Beginner'], 'challenge_points': ['232', '423', '500', '490', '100', '375', '100', '162', '392', '100', '100', '100', '257', '100', '100', '100', '293', '257', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T06:11:48.524814Z', '2024-11-09T04:45:26.397013Z', '2024-11-08T18:24:29.912453Z', '2024-11-08T18:00:26.955297Z', '2024-11-08T17:44:20.918317Z', '2024-11-08T16:52:14.974966Z', '2024-11-08T16:09:28.308254Z', '2024-11-08T16:08:18.297511Z', '2024-11-08T15:52:20.706115Z', '2024-11-08T15:41:58.426235Z', '2024-11-08T15:35:01.795515Z', '2024-11-08T13:36:52.495673Z', '2024-11-08T13:14:10.313189Z', '2024-11-08T12:55:22.547226Z', '2024-11-08T12:50:42.120566Z', '2024-11-08T12:41:57.870800Z', '2024-11-08T12:40:12.907653Z', '2024-11-08T12:26:11.539608Z', '2024-11-08T12:22:25.167439Z', '2024-11-08T12:16:29.574734Z', '2024-11-08T12:14:18.961958Z', '2024-11-08T11:36:19.856499Z', '2024-11-08T11:11:24.373830Z', '2024-11-08T11:10:58.346487Z', '2024-11-08T11:10:28.226857Z', '2024-11-08T11:04:57.134535Z']}"
19,4893,{{ team.name }},"{'challenge_name': ['leandro_l', 'maurom', 'alorge', 'Dude, where is my horse?', 'XOR 2: FibMODnacci', 'Flag shop', 'PGN Encryption', 'This will make you ANGRy', 'Poke 0: Just Want a Totodile', 'Onion login', 'XOR 4: Xormaster', 'Poke 3: What the hell?', 'Warmup', 'Debu... what?', 'Baby rev', 'Baguette Cipher', 'T.E.G. 1: Hide and Seek', 'HTTP specialist', 'Trust in my calculator', 'Open Googler', 'Siem logger', 'Echoes of Wisdom', 'Poke 1: No again please', 'Designer', 'Git 1: Baby', 'Packet Pursuit: The Forensic Odyssey', 'Read the rules', 'Discord 1'], 'challenge_category': ['Beginner', 'Crypto', 'Pwn', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Crypto', 'Misc', 'Pwn', 'Beginner', 'Reversing', 'Crypto', 'Beginner', 'Beginner', 'Misc', 'Web', 'Web', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Misc'], 'challenge_points': ['454', '100', '500', '293', '232', '100', '100', '500', '392', '100', '100', '100', '100', '100', '100', '100', '460', '205', '100', '257', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:44:32.345558Z', '2024-11-09T10:39:56.664005Z', '2024-11-09T04:21:25.590514Z', '2024-11-09T02:36:43.518790Z', '2024-11-08T22:48:44.633994Z', '2024-11-08T22:41:15.995859Z', '2024-11-08T22:30:27.341315Z', '2024-11-08T22:25:01.294381Z', '2024-11-08T21:50:06.934428Z', '2024-11-08T19:43:13.273556Z', '2024-11-08T17:46:20.163096Z', '2024-11-08T17:19:03.669311Z', '2024-11-08T17:11:07.692506Z', '2024-11-08T14:41:32.482100Z', '2024-11-08T14:31:11.684791Z', '2024-11-08T14:26:39.763223Z', '2024-11-08T13:40:01.109547Z', '2024-11-08T12:46:20.190462Z', '2024-11-08T12:29:38.369597Z', '2024-11-08T12:20:41.780710Z', '2024-11-08T12:08:14.414134Z', '2024-11-08T12:04:20.196907Z', '2024-11-08T12:00:19.020137Z', '2024-11-08T11:27:45.597191Z', '2024-11-08T11:16:59.890676Z']}"
20,4047,VSL,"{'challenge_name': ['shr3wd', 'leanhtruong', 'armymen', 'Kuyenda', 'ph4n10m', 'Baguette Cipher', 'The biggest', 'Read the rules', 'PGN Encryption', 'Discord 2', 'XOR 3: Bugbounty description', 'T.E.G. 1: Hide and Seek', 'Echoes of Wisdom', 'Flag shop', 'Packet Pursuit: The Forensic Odyssey', 'XOR 2: FibMODnacci', 'Git 1: Baby', 'HTTP specialist', 'This will make you ANGRy', 'Designer', 'Debu... what?', 'Onion login', 'Warmup', 'Poke 2: Can you defeat Gary?', 'Siem logger', 'Discord 1', 'Poke 0: Just Want a Totodile', 'Trust in my calculator', 'Baby rev'], 'challenge_category': ['Crypto', 'Crypto', 'Misc', 'Misc', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Pwn', 'Reversing', 'Web', 'Misc', 'Beginner', 'Misc', 'Reversing'], 'challenge_points': ['100', '375', '100', '293', '162', '423', '100', '100', '500', '100', '100', '100', '100', '232', '100', '100', '100', '100', '257', '205', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:55:31.630092Z', '2024-11-09T10:52:57.412930Z', '2024-11-09T07:31:20.878261Z', '2024-11-09T07:15:27.237365Z', '2024-11-09T06:51:35.193764Z', '2024-11-09T06:44:32.905061Z', '2024-11-09T06:33:46.278958Z', '2024-11-09T06:24:47.997256Z', '2024-11-09T05:07:44.458748Z', '2024-11-09T03:25:54.740418Z', '2024-11-09T03:02:39.668542Z', '2024-11-09T02:34:20.739546Z', '2024-11-09T02:31:17.834238Z', '2024-11-09T02:30:18.863760Z', '2024-11-09T02:27:45.221399Z', '2024-11-09T02:26:45.334624Z', '2024-11-09T02:23:57.252202Z', '2024-11-09T02:13:54.702790Z', '2024-11-09T02:09:23.569130Z', '2024-11-09T02:08:43.467647Z', '2024-11-09T02:02:17.844362Z', '2024-11-09T01:39:03.765936Z', '2024-11-09T01:35:09.962003Z', '2024-11-09T01:29:36.349723Z']}"
21,4011,NUMU,"{'challenge_name': ['CzrXplo1t', 'Juysax', 'Pantalon', 'R00TB0Y', 'Thr3sh', 'cerb3ru5', 'Mallo1313', 'juysax2', 'bl4cksku11', 'Baguette Cipher', 'PGN Encryption', 'XOR 2: FibMODnacci', 'Poke 3: What the hell?', 'This will make you ANGRy', 'Poke 1: No again please', 'Flag shop', 'Debu... what?', 'Poke 2: Can you defeat Gary?', 'Siem logger', 'Git 2: Actions', 'Packet Pursuit: The Forensic Odyssey', 'Trust in my calculator', 'Poke 0: Just Want a Totodile', 'HTTP specialist', 'Warmup', 'Onion login', 'T.E.G. 1: Hide and Seek', 'Discord 1', 'Echoes of Wisdom', 'Baby rev', 'Designer', 'Git 1: Baby'], 'challenge_category': ['Crypto', 'Misc', 'Crypto', 'Misc', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Reversing', 'Web', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Reversing', 'Beginner', 'Beginner'], 'challenge_points': ['100', '293', '100', '392', '232', '257', '500', '100', '257', '205', '375', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T09:23:40.271308Z', '2024-11-09T07:50:05.522179Z', '2024-11-09T07:27:13.437411Z', '2024-11-09T07:05:44.213925Z', '2024-11-09T06:10:43.686878Z', '2024-11-09T01:30:36.186363Z', '2024-11-09T00:37:41.829951Z', '2024-11-08T23:18:51.362758Z', '2024-11-08T22:09:52.597552Z', '2024-11-08T21:13:37.612109Z', '2024-11-08T19:09:56.323630Z', '2024-11-08T16:48:58.797858Z', '2024-11-08T16:19:07.629626Z', '2024-11-08T16:16:21.345494Z', '2024-11-08T16:06:13.910847Z', '2024-11-08T15:17:58.677934Z', '2024-11-08T15:08:44.388491Z', '2024-11-08T14:35:17.193099Z', '2024-11-08T14:23:17.741465Z', '2024-11-08T14:02:12.676099Z', '2024-11-08T13:39:59.222630Z', '2024-11-08T13:16:49.672581Z', '2024-11-08T13:15:34.643034Z']}"
22,3906,ISP,"{'challenge_name': ['nguyenlong05', '22imer', 'itsdank', 'luongvd', 'vietnq', 'nhh', 'Ceokon', 'haind', 'PGN Encryption', 'Poke 3: What the hell?', 'The biggest', 'Read the rules', 'T.E.G. 1: Hide and Seek', 'Poke 1: No again please', 'Flag shop', 'Packet Pursuit: The Forensic Odyssey', 'XOR 2: FibMODnacci', 'Debu... what?', 'Trust in my calculator', 'Baguette Cipher', 'Poke 2: Can you defeat Gary?', 'Onion login', 'HTTP specialist', 'Warmup', 'Echoes of Wisdom', 'Git 1: Baby', 'Poke 0: Just Want a Totodile', 'Designer', 'Discord 1', 'This will make you ANGRy', 'Baby rev'], 'challenge_category': ['Misc', 'Misc', 'Crypto', 'Misc', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Crypto', 'Beginner', 'Misc', 'Crypto', 'Reversing', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Reversing'], 'challenge_points': ['293', '392', '375', '100', '100', '257', '500', '100', '100', '100', '100', '100', '257', '100', '100', '100', '100', '100', '100', '100', '100', '232', '100'], 'solve_time': ['2024-11-08T17:13:32.331344Z', '2024-11-08T16:26:54.192989Z', '2024-11-08T14:01:30.718335Z', '2024-11-08T13:23:36.531875Z', '2024-11-08T13:07:07.263751Z', '2024-11-08T13:01:46.393654Z', '2024-11-08T12:52:29.222148Z', '2024-11-08T12:44:12.221063Z', '2024-11-08T12:30:21.731638Z', '2024-11-08T12:23:42.404591Z', '2024-11-08T12:06:07.694489Z', '2024-11-08T12:03:10.641119Z', '2024-11-08T11:56:17.932689Z', '2024-11-08T11:49:03.545458Z', '2024-11-08T11:28:26.909026Z', '2024-11-08T11:25:34.723335Z', '2024-11-08T11:21:40.555081Z', '2024-11-08T11:19:27.492382Z', '2024-11-08T11:17:20.445830Z', '2024-11-08T11:10:40.923763Z', '2024-11-08T11:09:47.556399Z', '2024-11-08T11:05:31.082375Z', '2024-11-08T11:05:00.677528Z']}"
